tracking_id	Endothelium.D0.NTX	Endothelium.1D.NTX	Endothelium.2D.NTX	Endothelium.3D.NTX	Endtoehlium.5D.NTX	Endothelium.6D.NTX	Endothelium.7D.NTX	Endothelium.10D.NTX
1700036G14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700037C18Rik	0.661167	2.69247	2.76573	3.04885	1.67948	1.85074	2.85447	1.5838
1700037H04Rik	4.63979	11.037	7.19029	10.2763	6.78775	6.30786	22.1023	7.78322
1700039E15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700039E22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700040L02Rik	0.313661	0.001	0.001	0.10791	0.121549	0.0672869	0.14028	0.190354
1700040N02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700041C23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700041M19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042B14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042G07Rik	0.001	0.001	0.001	0.26534	0.001	0.285773	0.223264	0.001
1700042G15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042O10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.165493	0.001
1700044C05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700044K03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045H11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045I19Rik	0.109405	0.0568398	0.001	0.339064	0.001	0.001	0.0979128	0.0497679
1700046C09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047E10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047G03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047L14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047M11Rik	0.960067	0.001	0.001	0.001	0.001	0.134281	0.001	0.0958654
1700048M11Rik	0.001	0.001	0.001	0.186883	0.001	0.001	0.001	0.152909
1700048O20Rik	0.36779	0.0343937	0.001	0.376881	0.154939	0.693979	0.178684	0.366888
1700049E15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700049E22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700049G17Rik	0.0603315	0.104607	0.531419	0.0977101	0.456805	0.540609	0.0726884	0.669008
1700049L16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700051A21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700052I22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700052K11Rik	2.08058	1.92633	1.63293	1.40831	1.2178	2.21898	1.58227	2.54944
1700052N19Rik	3.42002	3.04449	2.75089	3.25151	2.94473	5.7601	3.96098	3.54533
1700054A03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.163518	0.001
1700054K19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700054M17Rik	1.17262	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700054O13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700055C04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700055N04Rik	0.0153484	0.001	0.037053	0.001	0.0710877	0.001	0.0500951	0.0280881
1700056E22Rik	0.209205	0.510873	0.16906	0.724567	0.001	0.267342	1.31506	0.189655
1700057G04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700057H15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700058G18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.2566	0.0853554
1700060C16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700060C20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061F12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061G19Rik	0.0492188	0.0504198	0.118743	0.001	0.113853	0.0640843	0.262514	0.0676528
1700061I17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0278882	0.001
1700063A18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700063D05Rik	0.001	0.001	0.248738	0.215154	0.001	0.386796	0.647437	0.137966
1700063O14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064J06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064M15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065D16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065I16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065I17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065O20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066B17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.137856	0.001
1700066B19Rik	0.192767	0.12339	0.232518	0.0984176	0.334401	0.94141	0.449763	0.35333
1700066J24Rik	1.02426	3.48483	10.9645	7.97566	4.80785	6.32862	1.38994	15.111
1700066M21Rik	1.66702	0.953364	3.11049	0.849731	2.88956	2.51142	1.28645	1.69318
1700066N21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066O22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067G17Rik	0.75875	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067K01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067P10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700069L16Rik	0.001	0.001	0.001	0.001	0.001	0.130058	0.001	0.278387
1700069P05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700071K01Rik	0.001	0.033465	0.001	0.001	0.001	0.0821337	0.001	0.001
1700071M16Rik	0.0703417	0.001	0.170541	0.001	0.328205	0.179734	0.139327	0.190021
1700072B07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700072O05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700073E17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0112909	0.001
1700074H08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700074P13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080E11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080N15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080O16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084C01Rik	0.352446	0.001	0.213019	0.001	0.001	0.001	0.0393338	0.0401834
1700084E18Rik	9.95416	4.53768	3.99674	6.22554	5.82928	2.95376	7.14779	4.46364
1700084F23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084J12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700085B03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700085C21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700086L19Rik	0.42645	0.001	0.414234	0.001	0.001	0.001	0.30744	0.001
1700086O06Rik	6.77079	1.18595	0.73563	1.12869	0.73227	1.06213	1.90014	1.09066
1700088E04Rik	1.49531	2.24688	3.36848	2.60694	8.63077	4.51431	0.64559	6.33772
1700091E21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700091H14Rik	0.001	0.001	0.001	0.0472733	0.001	0.001	0.001	0.001
1700092C02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092C10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092E19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092K14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092M07Rik	0.001	0.575725	0.001	1.1232	0.607276	0.299536	0.235837	0.218964
1700093K21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700094D03Rik	1.73144	0.176923	0.64941	0.117649	1.33373	0.841023	0.922377	1.11206
1700094J05Rik	0.336245	0.0702961	0.001	0.20942	0.156797	0.516149	0.001	0.610003
1700094M24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700095A21Rik	0.001	0.001	0.150056	0.001	0.001	0.001	0.001	0.001
1700095B10Rik	0.001	0.001	0.001	0.001	0.001	0.0813262	0.001	0.001
1700095B22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700096J18Rik	0.001	0.001	0.001	0.001	0.001	0.230889	0.001	0.334223
1700096K18Rik	4.50617	1.22102	3.06718	2.16033	1.72652	1.46926	2.18721	0.877947
1700097N02Rik	0.001	0.001	0.001	0.001	0.191894	0.104353	0.886899	0.0741872
1700100L14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700101E01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700101I11Rik	0.001	0.275415	0.211297	0.001	0.001	0.551939	0.23528	0.235631
1700101O22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700102H20Rik	1.37677	0.001	0.565757	0.001	0.551207	0.001	0.855032	0.001
1700102P08Rik	0.600423	0.187641	0.145409	0.559385	1.39806	0.69331	0.860799	0.32734
1700104A03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700105P06Rik	0.001	0.001	0.001	0.001	0.001	0.175825	0.001	0.378789
1700106J16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700108F19Rik	0.317699	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700108J01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109F18Rik	1.50671	0.187209	0.645919	0.463817	0.207476	0.674325	0.0799304	0.319956
1700109G14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109G15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109H08Rik	0.001	0.107471	0.001	0.106378	0.474655	0.255212	0.365905	0.273044
1700109I08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110C19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110I01Rik	0.158565	0.001	0.206253	0.0125138	0.0212082	0.015802	0.001	0.0631553
1700110I01Rik	0.158565	0.001	0.206253	0.0125138	0.0212082	0.015802	0.001	0.0631553
1700110I01Rik	0.158565	0.001	0.206253	0.0125138	0.0212082	0.015802	0.001	0.0631553
1700110K17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110M21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700111N16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700112E06Rik	6.06724	2.82911	2.18031	4.44501	1.92385	1.43275	9.69727	2.78066
1700112H15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0820273	0.001
1700112J05Rik	0.087805	0.001	0.001	0.001	0.001	0.111379	0.001	0.001
1700113A16Rik	16.4812	5.57891	9.28293	10.8659	9.56901	6.29564	43.2201	12.0931
1700113H08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700119H24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120C14Rik	7.05378	0.553762	0.001	0.540609	0.001	0.290219	1.59113	0.001
1700120E14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120G07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.139764	0.001
1700120K04Rik	0.146035	0.317223	0.356975	1.09417	0.691109	0.361907	0.667218	0.910281
1700121L16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700121N20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700122O11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123I01Rik	0.194132	0.0400409	0.001	0.318942	0.0900502	0.001	0.001	0.0354579
1700123K08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123L14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123M08Rik	1.1809	0.194432	0.301108	0.643904	0.144777	0.31869	0.278586	0.733795
1700123O12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123O20Rik	22.2636	17.4888	20.6521	20.3659	17.2427	22.8754	23.8675	18.2125
1700123O21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700125G02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700125G22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0722016	0.001
1700125H03Rik	0.001	0.570408	0.001	0.001	0.001	0.290578	0.001	0.103884
1700125H20Rik	0.001	0.001	0.167397	0.001	0.001	0.001	0.001	0.001
1700126H18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700128A07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700128F08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0269402
1700129C05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810006J02Rik	0.369504	0.0761449	0.624842	0.113743	1.88472	2.3453	0.13175	1.48543
1810007C17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810007D17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810007I06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810008I18Rik	0.001	0.001	0.257195	0.001	0.248175	0.266161	0.574049	0.75994
1810009A15Rik	69.2138	48.0142	56.757	49.9062	32.209	74.6913	62.9132	38.0367
1810009J06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810010D01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0657688
1810010H24Rik	0.539808	0.312395	0.290508	0.931298	0.001	0.001	0.161226	0.163499
1810011H11Rik	0.300666	0.665734	1.45361	1.76694	1.19635	0.332994	3.8339	0.705369
1810011O10Rik	438.227	177.723	450.379	292.041	410.365	394.763	91.1605	362.734
1810012K16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810013A23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810013D10Rik	41.3175	23.1536	16.8396	26.005	14.2203	16.0225	58.9469	12.9103
1810013L24Rik	21.4457	13.1335	18.5152	17.8516	25.041	14.8426	7.89003	19.6601
1810014B01Rik	2.39573	0.597691	1.21373	0.872836	0.851358	1.20043	1.68841	1.11164
1810018F18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810019D21Rik	0.602261	0.191785	0.448114	0.0477037	0.107591	0.239105	0.206915	0.168929
1810019J16Rik	0.001	0.0736871	0.001	0.001	0.001	0.001	0.0318786	0.001
1810020O05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810021B22Rik	0.340566	0.364054	0.001	0.239945	0.266988	0.570023	1.75032	0.305566
1810022K09Rik	331.536	22.6797	96.0111	27.2637	89.1205	140.61	109.268	66.6156
1810024B03Rik	0.001	0.001	0.001	0.001	0.001	0.32813	0.001	0.0464032
1810026B05Rik	19.8378	1.63587	5.27314	1.70109	5.32611	5.51735	4.40142	5.03618
1810026J23Rik	7.1898	11.6602	9.05217	10.1197	7.15727	10.8544	7.84953	11.5588
1810030O07Rik	7.76536	11.8441	13.727	10.1122	12.7001	16.397	14.9947	15.5873
1810032O08Rik	5.47523	4.5227	10.0039	5.09723	9.21589	6.69495	4.97844	5.87448
1810033B17Rik	0.869276	0.78402	1.12252	0.119884	6.06986	2.15807	29.9476	0.210733
1810034E14Rik	0.75613	0.389072	0.747049	0.387548	0.159295	0.178272	0.857336	0.251369
1810035I16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810037I17Rik	200.427	55.6314	95.2991	50.7217	49.2236	67.4456	263.178	37.4591
1810041L15Rik	0.001	0.001	0.001	0.169581	0.001	0.0128681	0.0783208	0.001
1810043G02Rik	3.1959	4.76862	6.03429	5.61577	2.98079	3.33115	10.2487	3.38999
1810043H04Rik	19.2241	29.5363	24.5737	22.5521	6.75104	10.887	54.6466	6.51788
1810044D09Rik	5.30752	1.31787	0.419651	3.70148	0.407032	0.630154	9.28439	2.12207
1810046K07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810053B23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810055G02Rik	3.31047	8.83095	8.46858	7.58881	8.8084	8.16598	4.40768	4.73631
1810058I24Rik	75.7362	39.8498	32.5771	49.931	25.3965	41.3798	91.5612	34.7939
1810062G17Rik	0.149808	0.001	0.181693	0.935791	0.874476	0.573101	0.60608	0.949495
1810062O18Rik	0.570181	0.001	0.001	0.797673	0.668173	0.360569	0.343307	0.256907
1810064F22Rik	0.001	0.001	0.001	0.001	0.001	0.0343009	0.001	0.0482964
1810065E05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2010001E11Rik	0.001	0.0272476	0.001	0.0135801	0.001	0.103715	0.001	0.121699
2010001M06Rik	0.657024	0.001	0.402306	0.531222	0.001	0.202071	2.56237	0.001
2010002M12Rik	0.0528953	0.00900154	0.765103	0.440019	0.611	0.518047	0.625965	0.631177
2010003K11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2010003O02Rik	104.178	26.8117	30.5906	24.8236	15.4222	16.8999	81.2405	14.4991
2010005H15Rik	0.303828	0.001	1.11474	0.001	0.359862	0.469501	2.03873	0.135092
2010009K17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.12184
2010010A06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2010012O05Rik	3.58497	1.72421	2.56859	2.06215	2.52829	3.05885	5.45658	2.82084
2010015L04Rik	4.05679	1.01547	2.09194	1.69729	1.53902	1.74656	3.49146	1.83805
2010016I18Rik	0.001	0.001	0.001	0.001	0.093608	0.001	0.001	0.0368351
2010106C02Rik	0.001	0.120586	0.274846	0.119223	0.530715	0.001	0.001	0.001
2010106E10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2010107E04Rik	373.955	175.358	252.339	218.315	152.651	296.398	1199.34	136.676
2010107G12Rik	0.001	0.001	0.068204	0.001	0.001	0.0734768	0.0754239	0.001
2010107G23Rik	0.323266	0.295929	0.001	0.257887	0.166521	0.325826	0.224071	0.1313
2010109A12Rik	0.001	0.001	0.001	0.154206	0.001	0.001	0.263375	0.001
2010109I03Rik	0.261458	0.168035	0.157833	0.401768	0.227142	0.25446	0.320155	0.657596
2010111I01Rik	5.88926	4.52989	7.89138	5.91124	6.93822	6.21603	2.02157	6.27422
2010204K13Rik	0.862851	6.23949	1.83976	7.26643	2.35912	2.68177	12.2509	0.639521
2010300C02Rik	0.0538239	0.630778	0.680912	1.16321	1.02506	0.880112	0.501134	0.70472
2010308F09Rik	0.001	0.001	0.001	0.001	0.001	0.218681	0.001	0.001
2010310C07Rik	0.001	0.172813	0.001	0.001	0.001	0.104353	0.0739082	0.0741872
2010315B03Rik	4.35893	0.399402	4.49621	0.598009	2.97156	3.02888	0.768921	4.41291
2010320M18Rik	8.92776	6.10485	7.70186	10.983	3.37548	5.46143	16.8236	6.65954
2200002D01Rik	221.839	164.337	83.9558	96.1964	52.716	101.135	210.795	39.1437
2200002J24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.113212	0.111429
2210010C04Rik	0.256383	0.001	0.001	0.001	0.0659434	0.001	0.001	0.001
2210013O21Rik	88.1369	29.8339	44.707	39.8723	37.9558	44.8072	55.1266	46.8215
2210015D19Rik	5.44226	3.6806	3.97518	2.99512	3.89198	4.64093	2.5734	3.08716
2210016F16Rik	13.37	11.135	8.59845	7.59796	5.05325	8.35672	23.281	6.34492
2210016L21Rik	28.0397	28.5977	22.6857	30.0009	10.6138	19.4823	23.9741	16.5593
2210018M11Rik	3.60786	4.99471	5.93795	5.25268	8.63516	6.04028	4.47486	8.94504
2210019I11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2210039B01Rik	26.3894	5.21446	6.44025	6.77348	11.2935	6.13956	18.9089	8.2856
2210404J11Rik	3.01607	1.67328	2.18409	2.32003	2.55114	3.03313	2.54711	4.44819
2210404O07Rik	0.404693	1.31145	1.97611	2.44391	1.91121	3.69369	3.56555	5.78079
2210404O09Rik	1.28768	0.257608	1.23419	0.343129	0.739765	0.926397	0.194958	0.769395
2210407C18Rik	0.391086	0.164386	0.001	0.489216	0.548232	0.298819	0.21112	0.0707653
2210408F21Rik	9.98915	6.61519	8.27033	7.79265	3.59904	7.6283	13.1186	5.78072
2210408I21Rik	0.487529	0.401117	2.04191	0.446206	1.38467	1.60156	0.457308	1.38071
2210409D07Rik	0.001	0.414556	0.001	0.001	0.001	0.001	0.001	0.001
2210409E12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2210414B05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2210416O15Rik	0.0423419	0.001	0.001	0.174001	0.001	0.001	0.151784	0.001
2210417A02Rik	0.001	0.001	0.001	0.001	0.001	0.355853	1.57197	0.12781
2210417K05Rik	0.845664	0.9162	0.001	1.80671	0.33319	2.09999	3.73057	1.63351
2210420H20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2300002M23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2300003K06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2300005B03Rik	0.183411	0.001	0.001	0.001	0.001	0.001	0.676214	0.001
2300009A05Rik	38.8777	12.8033	9.98392	12.0964	6.33327	4.62886	20.016	5.37494
2310001H17Rik	11.2556	2.12203	4.85957	2.52029	5.93708	6.17877	29.5368	6.57624
2310001K24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.171956	0.001
2310002D06Rik	0.16053	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310002F09Rik	0.001	0.001	0.0569146	0.0722607	0.001	0.001	0.001	0.0216254
2310002J15Rik	0.001	0.0956349	0.001	0.001	0.001	0.001	0.163252	0.001
2310002L09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.063335	0.001
2310003H01Rik	3.01734	8.92197	5.24155	7.71562	4.98011	3.81603	6.23923	5.45171
2310005A03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310005E17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310005G13Rik	0.0388729	0.0198625	0.0468654	0.001	0.001	0.001	0.001	0.0356656
2310007B03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310007L24Rik	0.001	0.3775	0.217022	0.093521	0.001	0.113242	0.161148	0.644856
2310008H04Rik	4.59201	4.02	5.66723	2.67344	5.38906	6.51832	3.62327	4.69934
2310008H09Rik	6.13441	16.478	12.4141	9.48172	15.9181	20.154	6.28438	21.1266
2310008N11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310009A05Rik	72.9811	14.2169	26.3704	15.4325	12.3861	17.7638	54.0571	11.6204
2310009B15Rik	15.2539	15.4573	8.64678	15.393	5.14687	4.91328	42.3421	3.282
2310010J17Rik	22.3133	2.60366	5.62581	4.79686	3.66053	5.41336	12.6011	5.05736
2310010M20Rik	1.32083	0.135538	0.001	0.157559	0.0760806	0.0131137	0.59005	0.001
2310011J03Rik	11.969	19.0867	15.3676	15.7613	10.0367	15.2071	27.4152	12.1715
2310014F07Rik	0.0587336	0.183437	0.001	0.001	0.136726	0.0753961	0.105224	0.106768
2310014L17Rik	0.0183523	0.393646	0.73006	0.112194	0.678455	0.934359	0.228077	0.269479
2310015A10Rik	0.591292	0.725071	1.16294	1.14074	0.835478	0.96348	0.727395	2.01859
2310015B20Rik	2.16474	0.001	0.001	0.429723	0.001	0.001	4.00294	0.346425
2310015D24Rik	0.0409844	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310016D03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310020H05Rik	0.100605	0.001	0.001	0.211576	0.001	0.001	0.001	0.001
2310022A10Rik	4.67086	7.69199	5.65198	7.7073	5.62887	4.98024	13.8997	4.71344
2310022B05Rik	16.1786	21.8579	14.3721	27.3842	18.8344	18.8731	25.9475	20.4195
2310030A07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310030G06Rik	1.04169	0.001	0.001	0.0537522	0.001	0.001	0.001	0.189662
2310033P09Rik	11.5213	13.5799	6.05498	11.9442	7.99985	9.46179	22.1023	7.78322
2310034C09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310034G01Rik	0.178942	0.661715	0.652106	0.562044	0.001	0.22683	0.726337	0.484391
2310034O05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310035C23Rik	2.33852	1.98555	4.72541	2.13528	5.81905	3.93804	1.61729	5.53487
2310036O22Rik	233.276	188.246	57.2306	175.238	42.5349	80.3787	283.35	53.8927
2310039H08Rik	41.0567	34.1836	11.8032	23.2394	4.93702	7.08009	44.2473	6.03349
2310039L15Rik	1.57035	0.249029	0.755805	0.123066	1.36859	1.11823	0.475053	2.85085
2310040G24Rik	7.58193	0.869421	3.83227	2.54816	1.31641	3.2623	2.80279	4.61557
2310042D19Rik	0.153504	0.234854	0.591948	0.203094	0.141791	0.32103	0.231495	0.338344
2310042E22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310043L19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310043O21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310044G17Rik	3.67173	5.25783	2.79926	4.15482	5.34636	4.5849	3.87977	7.78203
2310045N01Rik	21.7703	26.9913	30.4363	29.6247	15.31	22.7276	31.7383	23.1138
2310047M10Rik	13.8509	11.3185	8.54956	15.9952	7.48686	6.32867	15.8913	4.83886
2310050B05Rik	0.001	0.001	0.001	0.399997	0.001	0.001	0.001	0.001
2310050C09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310057J18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310057M21Rik	2.94149	4.82211	3.78155	4.04737	3.49938	4.64755	3.00773	2.99567
2310057N15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310061I04Rik	10.123	17.0044	7.19696	17.2869	6.79407	8.59718	12.8817	8.59784
2310061J03Rik	3.36364	2.64898	1.83321	2.97707	1.32062	1.58864	4.44454	1.38166
2310061N02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310065F04Rik	0.132192	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310067B10Rik	1.84714	8.93981	10.5902	9.05387	8.98388	6.65744	5.83404	11.2727
2310068J16Rik	0.29306	0.183047	0.141923	0.12128	0.001	0.001	0.577515	0.0532751
2310069B03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0300852	0.001
