tracking_id	locus	Endothelium D0 NTX	Endothelium 1D NTX	Endothelium 2D NTX	Endothelium 3D NTX	Endtoehlium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX
1700023F06Rik	chr11:103198946-103208558	0.001	0.001	0.001	0.001	0.001	0.001	0.104338	0.001
1700023L04Rik	chr6:29985328-29993531	0.001	0.001	0.274292	0.707971	0.001	0.001	0.204097	0.201976
1700024B18Rik	chr14:123987634-124015684	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024F13Rik	chr13:3498049-3501393	0.001	0.001	0.001	0.001	0.001	0.001	0.099877	0.001
1700024G13Rik	chr14:32376501-32388373	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P03Rik	chr2:110031249-110050479	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P04Rik	chr13:98984089-98984565	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P16Rik	chr4:104913455-105016863	0.001	0.001	0.001	0.001	0.001	0.001	0.0505698	0.001
1700025B11Rik	chr15:77558239-77561892	0.001	0.15476	0.348748	0.001	0.337503	0.35416	0.130316	0.254373
1700025C18Rik	chr2:165078692-165090750	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025E21Rik	chr6:30509848-30520253	0.001	0.001	0.001	0.001	0.001	0.001	0.0507419	0.0515352
1700025F22Rik	chr19:11139682-11165320	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025F24Rik	chr10:119413443-119426864	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025G04Rik	chr1:151884523-152090320	7.27518	3.55024	4.7411	3.92214	5.32755	5.27653	2.81825	6.94089
1700025K24Rik	chr17:54352582-54370074	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025M24Rik	chr5:73268579-73284184	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025N23Rik	chr6:39063878-39067586	0.303229	0.159137	0.001	0.0789503	0.177034	0.193265	0.204504	0.205872
1700026D08Rik	chr7:83775616-83794839	0.001	0.001	0.001	0.001	0.001	0.001	0.177737	0.001
1700026D11Rik	chr2:132490727-132524057	0.001	0.001	0.001	0.0427143	0.001	0.001	0.001	0.001
1700026F02Rik	chr8:71006727-71026755	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026L06Rik	chr2:28692079-28699651	0.001	0.001	0.001	0.463387	0.001	0.001	1.79064	0.197166
1700027A15Rik	chr1:73016035-73025508	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027F09Rik	chr5:64454812-64467942	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027H10Rik	chr3:45416583-45439309	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027I24Rik	chr9:36668855-36693189	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027J07Rik	chr10:43746157-43765836	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028B04Rik	chr7:28496940-28497492	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028D13Rik	chr5:112206762-112210002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028E10Rik	chr5:151368674-151414083	0.001	0.001	0.001	0.0724563	0.001	0.001	0.187865	0.0270819
1700028I16Rik	chr10:82812122-82824242	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028J19Rik	chr7:44229929-44236122	0.274308	0.342057	0.001	0.340071	0.25524	0.493768	0.294603	0.399286
1700028K03Rik	chr5:107534710-107551542	0.0192448	0.001	0.001	0.001	0.0444729	0.100454	0.001	0.0176577
1700028M03Rik	chr3:83555366-83574118	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P14Rik	chr19:23558759-23652812	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P15Rik	chr2:171956878-171962799	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029B22Rik	chr7:131146438-131150578	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029F12Rik	chr13:97021863-97034362	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029H14Rik	chr8:13550732-13562448	0.001	0.001	0.001	0.001	0.001	0.001	0.0434638	0.0443083
1700029I15Rik	chr2:92382917-92383603	3.25315	0.312584	0.001	0.001	0.001	0.320072	0.764856	0.001
1700029J03Rik	chr16:93396814-93458872	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029J07Rik	chr8:45953605-45975252	0.328434	0.0448028	0.264045	0.134034	0.101247	0.371035	0.0778081	0.341313
1700029M20Rik	chr4:135626654-135630198	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029N11Rik	chr13:44439726-44457567	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029P11Rik	chr15:81980539-81981563	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030A11Rik	chr17:28905264-28906771	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030C10Rik	chr12:20804391-20815779	2.27296	1.32534	1.33629	1.63451	0.355448	1.77654	2.21864	1.07336
1700030F04Rik	chr6:117679206-117751769	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030F18Rik	chr15:99918347-99931658	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030J22Rik	chr8:116969598-116978943	0.120595	0.0821846	0.484668	0.184431	0.139364	0.183534	0.232036	0.147503
1700030K09Rik	chr8:72443879-72460541	2.06776	1.6846	1.86326	2.59552	1.72894	3.56763	1.10737	3.49257
1700030L20Rik	chr3:136435269-136449349	1.19388	0.285385	0.964623	0.283373	0.371219	0.334399	0.918629	0.711488
1700030M09Rik	chr8:121544387-121547652	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030N03Rik	chr19:3153798-3197703	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030O20Rik	chr10:116723066-116729177	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031A10Rik	chr17:36923791-36933432	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031F05Rik	chrX:102859186-102866353	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031M16Rik	chr15:98398444-98416135	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031P21Rik	chr12:52599983-52602322	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034E13Rik	chr18:52646219-52663731	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034F02Rik	chr11:29547949-29578352	0.001	0.001	0.001	0.001	0.001	0.0368242	0.0252006	0.001
1700034G24Rik	chr5:112582935-112589996	0.001	0.001	0.153222	0.001	0.001	0.001	0.001	0.001
1700034H15Rik	chr1:191894071-191907527	0.121075	0.109674	0.09725	0.0273632	0.0931648	0.0527943	0.0238578	0.0370817
1700034I23Rik	chr3:40900198-40902543	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034J05Rik	chr6:146951300-146954421	0.120596	0.001	0.145558	0.001	0.001	0.001	0.001	0.0275905
1700034K08Rik	chr9:92979915-93005733	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034O15Rik	chr6:41684430-41685717	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034P13Rik	chr1:9747647-9771256	0.001	1.00446	0.817543	0.434693	1.17743	0.601079	0.113195	1.73603
1700036G14Rik	chr3:85317518-85332027	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700037C18Rik	chr16:3905797-3908689	0.661167	2.69247	2.76573	3.04885	1.67948	1.85074	2.85447	1.5838
1700037H04Rik	chr2:131146324-131160020	4.63979	11.037	7.19029	10.2763	6.78775	6.30786	22.1023	7.78322
1700039E15Rik	chr7:45282872-45288993	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700039E22Rik	chr19:44828492-44835938	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700040L02Rik	chr10:68430955-68541875	0.313661	0.001	0.001	0.10791	0.121549	0.0672869	0.14028	0.190354
1700040N02Rik	chr2:170356360-170380435	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700041C23Rik	chr9:57175274-57186110	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700041M19Rik	chr16:77004227-77010881	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042B14Rik	chrX:155124980-155147849	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042G07Rik	chr4:116173371-116174297	0.001	0.001	0.001	0.26534	0.001	0.285773	0.223264	0.001
1700042G15Rik	chr4:57359791-57364292	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042O10Rik	chr11:11868122-11885321	0.001	0.001	0.001	0.001	0.001	0.001	0.165493	0.001
1700044C05Rik	chr14:118365877-118398165	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700044K03Rik	chr18:49523288-49524441	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045H11Rik	chr4:150828224-150854949	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045I19Rik	chrX:163760139-163761329	0.109405	0.0568398	0.001	0.339064	0.001	0.001	0.0979128	0.0497679
1700046C09Rik	chr11:14560335-14599225	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047E10Rik	chr14:44191606-44213237	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047G03Rik	chr15:11967061-11970083	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047L14Rik	chr5:108763841-108768917	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047M11Rik	chr1:182300833-182303289	0.960067	0.001	0.001	0.001	0.001	0.134281	0.001	0.0958654
1700048M11Rik	chr16:92308715-92312466	0.001	0.001	0.001	0.186883	0.001	0.001	0.001	0.152909
1700048O20Rik	chr9:121937274-121947016	0.36779	0.0343937	0.001	0.376881	0.154939	0.693979	0.178684	0.366888
1700049E15Rik	chr6:147690240-147702374	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700049E22Rik	chr6:100527399-100533426	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700049G17Rik	chr7:27907391-27929430	0.0603315	0.104607	0.531419	0.0977101	0.456805	0.540609	0.0726884	0.669008
1700049L16Rik	chr10:71979884-71980690	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700051A21Rik	chr11:72266843-72268556	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700052I22Rik	chr12:80923431-80924447	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700052K11Rik	chr11:105179020-105181433	2.08058	1.92633	1.63293	1.40831	1.2178	2.21898	1.58227	2.54944
1700052N19Rik	chr10:4432604-4455140	3.42002	3.04449	2.75089	3.25151	2.94473	5.7601	3.96098	3.54533
1700054A03Rik	chr19:53076251-53084392	0.001	0.001	0.001	0.001	0.001	0.001	0.163518	0.001
1700054K19Rik	chr6:112210707-112212518	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700054M17Rik	chr2:118304913-118308166	1.17262	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700054O13Rik	chrX:9846946-9847500	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700055C04Rik	chr9:64038464-64041465	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700055N04Rik	chr19:3958807-3970438	0.0153484	0.001	0.037053	0.001	0.0710877	0.001	0.0500951	0.0280881
1700056E22Rik	chr1:184033031-184033998	0.209205	0.510873	0.16906	0.724567	0.001	0.267342	1.31506	0.189655
1700057G04Rik	chr9:92309376-92357876	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700057H15Rik	chr4:124449625-124485959	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700058G18Rik	chr10:116418120-116421235	0.001	0.001	0.001	0.001	0.001	0.001	0.2566	0.0853554
1700060C16Rik	chr6:143593352-143651288	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700060C20Rik	chr2:158192007-158195734	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061F12Rik	chr2:9189514-9197484	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061G19Rik	chr17:56875632-56888838	0.0492188	0.0504198	0.118743	0.001	0.113853	0.0640843	0.262514	0.0676528
1700061I17Rik	chr3:117060521-117077765	0.001	0.001	0.001	0.001	0.001	0.001	0.0278882	0.001
1700063A18Rik	chr1:95990658-96021758	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700063D05Rik	chr9:41206154-41217627	0.001	0.001	0.248738	0.215154	0.001	0.386796	0.647437	0.137966
1700063O14Rik	chr5:91766241-91767300	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064J06Rik	chr10:119092904-119103107	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064M15Rik	chr12:99626052-99627974	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065D16Rik	chr9:95855417-95857882	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065I16Rik	chr15:63817187-63819540	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065I17Rik	chr18:56588347-56594779	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J11Rik	chr6:35330845-35336829	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J18Rik	chr1:192841704-192842739	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065O20Rik	chr18:49803331-49817956	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066B17Rik	chr1:39842427-39847330	0.001	0.001	0.001	0.001	0.001	0.001	0.137856	0.001
1700066B19Rik	chr18:35726988-35730869	0.192767	0.12339	0.232518	0.0984176	0.334401	0.94141	0.449763	0.35333
1700066J24Rik	chr4:41517436-41518929	1.02426	3.48483	10.9645	7.97566	4.80785	6.32862	1.38994	15.111
1700066M21Rik	chr1:57377619-57385422	1.66702	0.953364	3.11049	0.849731	2.88956	2.51142	1.28645	1.69318
1700066N21Rik	chr5:87908587-87979351	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066O22Rik	chr18:57504421-57533752	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067G17Rik	chr1:89016112-89022210	0.75875	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067K01Rik	chr8:84001705-84004770	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067P10Rik	chr17:48089631-48090920	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700069L16Rik	chr5:113692423-113724772	0.001	0.001	0.001	0.001	0.001	0.130058	0.001	0.278387
1700069P05Rik	chr6:118246694-118248454	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700071K01Rik	chr11:81572501-81573539	0.001	0.033465	0.001	0.001	0.001	0.0821337	0.001	0.001
1700071M16Rik	chr17:43588339-43591509	0.0703417	0.001	0.170541	0.001	0.328205	0.179734	0.139327	0.190021
1700072B07Rik	chr9:58370503-58374183	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700072O05Rik	chr6:120554795-120574204	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700073E17Rik	chr6:145387624-145392223	0.001	0.001	0.001	0.001	0.001	0.001	0.0112909	0.001
1700074H08Rik	chr13:119680041-119681582	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700074P13Rik	chr6:40920459-40940557	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080E11Rik	chr9:105143343-105145082	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080N15Rik	chr2:4132064-4141141	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080O16Rik	chrX:51968694-51972772	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H04Rik	chr5:119108235-119114543	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H22Rik	chr7:50517308-50575884	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084C01Rik	chr1:169928938-169934653	0.352446	0.001	0.213019	0.001	0.001	0.001	0.0393338	0.0401834
1700084E18Rik	chr2:30237197-30237631	9.95416	4.53768	3.99674	6.22554	5.82928	2.95376	7.14779	4.46364
1700084F23Rik	chr13:70004049-70028348	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084J12Rik	chr15:33405208-33405939	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700085B03Rik	chr5:127256859-127281623	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700085C21Rik	chr12:82932519-82939155	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700086L19Rik	chr12:74284275-74295950	0.42645	0.001	0.414234	0.001	0.001	0.001	0.30744	0.001
1700086O06Rik	chr18:38238404-38250565	6.77079	1.18595	0.73563	1.12869	0.73227	1.06213	1.90014	1.09066
1700088E04Rik	chr15:79134654-79141251	1.49531	2.24688	3.36848	2.60694	8.63077	4.51431	0.64559	6.33772
1700091E21Rik	chr18:64157723-64277180	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700091H14Rik	chr14:42089749-42095277	0.001	0.001	0.001	0.0472733	0.001	0.001	0.001	0.001
1700092C02Rik	chr8:77624171-77628956	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092C10Rik	chr14:69164798-69171843	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092E19Rik	chr13:26283158-26312406	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092K14Rik	chr11:114198257-114199199	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092M07Rik	chr19:8740717-8741225	0.001	0.575725	0.001	1.1232	0.607276	0.299536	0.235837	0.218964
1700093K21Rik	chr11:23516202-23519942	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700094D03Rik	chr3:90062795-90068347	1.73144	0.176923	0.64941	0.117649	1.33373	0.841023	0.922377	1.11206
1700094J05Rik	chr10:76389014-76401507	0.336245	0.0702961	0.001	0.20942	0.156797	0.516149	0.001	0.610003
1700094M24Rik	chr6:52492450-52500085	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700095A21Rik	chr4:146519038-146546873	0.001	0.001	0.150056	0.001	0.001	0.001	0.001	0.001
1700095B10Rik	chr5:112793291-112801701	0.001	0.001	0.001	0.001	0.001	0.0813262	0.001	0.001
1700095B22Rik	chr3:105448189-105452955	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700096J18Rik	chr11:109346866-109353651	0.001	0.001	0.001	0.001	0.001	0.230889	0.001	0.334223
1700096K18Rik	chr5:25530017-25531466	4.50617	1.22102	3.06718	2.16033	1.72652	1.46926	2.18721	0.877947
1700097N02Rik	chr17:30622440-30626905	0.001	0.001	0.001	0.001	0.191894	0.104353	0.886899	0.0741872
1700100L14Rik	chr13:70573240-70576104	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700101E01Rik	chr2:28955480-29055066	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700101I11Rik	chr6:129532183-129533284	0.001	0.275415	0.211297	0.001	0.001	0.551939	0.23528	0.235631
1700101O22Rik	chr12:7372038-7380330	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700102H20Rik	chr17:3557823-3559863	1.37677	0.001	0.565757	0.001	0.551207	0.001	0.855032	0.001
1700102P08Rik	chr9:108392833-108397767	0.600423	0.187641	0.145409	0.559385	1.39806	0.69331	0.860799	0.32734
1700104A03Rik	chr9:54268579-54301570	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700105P06Rik	chr19:7383002-7383557	0.001	0.001	0.001	0.001	0.001	0.175825	0.001	0.378789
1700106J16Rik	chr11:88294042-88295261	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700108F19Rik	chr14:76677567-76687108	0.317699	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700108J01Rik	chr14:122229904-122233638	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109F18Rik	chr2:74710043-74716130	1.50671	0.187209	0.645919	0.463817	0.207476	0.674325	0.0799304	0.319956
1700109G14Rik	chr14:61292982-61305334	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109G15Rik	chr11:84716975-84720432	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109H08Rik	chr5:3571715-3584341	0.001	0.107471	0.001	0.106378	0.474655	0.255212	0.365905	0.273044
1700109I08Rik	chr14:39655662-39685293	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110C19Rik	chr17:10324601-10329312	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110I01Rik	chr14:3262401-3305831	0.158565	0.001	0.206253	0.0125138	0.0212082	0.015802	0.001	0.0631553
1700110I01Rik	chr14:3504099-3544338	0.158565	0.001	0.206253	0.0125138	0.0212082	0.015802	0.001	0.0631553
1700110I01Rik	chr14:3743492-3783730	0.158565	0.001	0.206253	0.0125138	0.0212082	0.015802	0.001	0.0631553
1700110K17Rik	chr9:40333471-40343337	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110M21Rik	chr14:101197689-101200069	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700111N16Rik	chrX:69929259-70143588	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700112E06Rik	chr14:22019711-23056088	6.06724	2.82911	2.18031	4.44501	1.92385	1.43275	9.69727	2.78066
1700112H15Rik	chr1:184527840-184557691	0.001	0.001	0.001	0.001	0.001	0.001	0.0820273	0.001
1700112J05Rik	chr5:77006441-77018863	0.087805	0.001	0.001	0.001	0.001	0.111379	0.001	0.001
1700113A16Rik	chr3:88171559-88177785	16.4812	5.57891	9.28293	10.8659	9.56901	6.29564	43.2201	12.0931
1700113H08Rik	chr10:87058045-87230599	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700119H24Rik	chr16:34935854-34939329	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120C14Rik	chr15:99251787-99262041	7.05378	0.553762	0.001	0.540609	0.001	0.290219	1.59113	0.001
1700120E14Rik	chr18:74495677-74531124	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120G07Rik	chr7:135191764-135196002	0.001	0.001	0.001	0.001	0.001	0.001	0.139764	0.001
1700120K04Rik	chr7:127603902-127604445	0.146035	0.317223	0.356975	1.09417	0.691109	0.361907	0.667218	0.910281
1700121L16Rik	chrX:104816775-104842455	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700121N20Rik	chr12:106442651-106447666	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700122O11Rik	chr17:48036744-48038293	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123I01Rik	chr19:6184409-6224219	0.194132	0.0400409	0.001	0.318942	0.0900502	0.001	0.001	0.0354579
1700123K08Rik	chr5:138561839-138564694	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123L14Rik	chr6:96164502-96166205	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123M08Rik	chr4:11966573-11994295	1.1809	0.194432	0.301108	0.643904	0.144777	0.31869	0.278586	0.733795
1700123O12Rik	chr4:10508030-10797802	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123O20Rik	chr14:54686170-54690742	22.2636	17.4888	20.6521	20.3659	17.2427	22.8754	23.8675	18.2125
1700123O21Rik	chr16:5975586-5998496	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700125G02Rik	chr4:124890887-124894782	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700125G22Rik	chr3:27154025-27157019	0.001	0.001	0.001	0.001	0.001	0.001	0.0722016	0.001
1700125H03Rik	chr8:68368458-68375710	0.001	0.570408	0.001	0.001	0.001	0.290578	0.001	0.103884
1700125H20Rik	chr11:85171095-85181154	0.001	0.001	0.167397	0.001	0.001	0.001	0.001	0.001
1700126H18Rik	chr5:66166606-66191335	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700128A07Rik	chr14:106417186-106486484	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700128F08Rik	chr9:8221888-8241987	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0269402
1700129C05Rik	chr14:59133039-59142893	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810006J02Rik	chr1:98131466-98144655	0.369504	0.0761449	0.624842	0.113743	1.88472	2.3453	0.13175	1.48543
1810007C17Rik	chr12:49476992-49480862	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810007D17Rik	chr19:58606328-58629753	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810007I06Rik	chr16:13729835-13739471	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810008I18Rik	chr7:65804051-65806223	0.001	0.001	0.257195	0.001	0.248175	0.266161	0.574049	0.75994
1810009A15Rik	chr19:8888902-8890740	69.2138	48.0142	56.757	49.9062	32.209	74.6913	62.9132	38.0367
1810009J06Rik	chr6:40964771-40968427	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810010D01Rik	chr7:145205817-145208119	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0657688
1810010H24Rik	chr11:107028222-107030442	0.539808	0.312395	0.290508	0.931298	0.001	0.001	0.161226	0.163499
1810011H11Rik	chr14:32785962-32817968	0.300666	0.665734	1.45361	1.76694	1.19635	0.332994	3.8339	0.705369
1810011O10Rik	chr8:24437615-24438946	438.227	177.723	450.379	292.041	410.365	394.763	91.1605	362.734
1810012K16Rik	chr8:22398720-22399591	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810013A23Rik	chr17:28271707-28273163	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810013D10Rik	chr5:53267105-53278540	41.3175	23.1536	16.8396	26.005	14.2203	16.0225	58.9469	12.9103
1810013L24Rik	chr16:8830099-8858924	21.4457	13.1335	18.5152	17.8516	25.041	14.8426	7.89003	19.6601
1810014B01Rik	chr10:86685526-86689954	2.39573	0.597691	1.21373	0.872836	0.851358	1.20043	1.68841	1.11164
