tracking_id	locus	FAP 0D NTX	FAP 1D NTX	FAP 2D NTX (a)	FAP 2D NTX (b)	FAP 2D NTX ©	FAP 3D NTX (a)	FAP 3D NTX (b)	FAP 3D NTX ©	FAP 4D NTX (a)	FAP 4D NTX (b)	FAP 5D NTX	FAP 6D NTX	FAP 7D NTX	FAP 10D NTX	FAP 14D NTX
1700008O03Rik	chr7:44360044-44375030	0.118272	0.001	0.001	0.001	0.001	0.179499	0.22319	0.0906276	0.0889382	0.001	0.150252	0.001	0.001	0.001	0.001
1700008P02Rik	chr3:6615412-6620443	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700009C05Rik	chr6:81900464-81910800	0.001	0.001	0.001	0.001	0.001	0.001	0.0894194	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700009J07Rik	chr10:77893419-77896111	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700009N14Rik	chr4:39450292-39451778	0.001	0.001	0.001	0.001	0.100268	0.001	0.001	0.001	0.001	0.001	0.102346	0.001	0.001	0.001	0.001
1700009P17Rik	chr1:171121660-171126967	0.50428	0.1305	0.533529	0.711321	0.507878	1.8471	2.1044	0.544025	1.07212	1.06148	0.001	1.50162	0.001	0.648448	0.460824
1700010B08Rik	chr2:173719414-173722086	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.136633
1700010D01Rik	chrX:95732589-95733261	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700010I02Rik	chr3:7925302-7954887	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700010I14Rik	chr17:8988332-9008319	0.100333	0.132882	0.338542	0.361259	0.3197	0.155666	0.161022	0.275115	0.392026	0.001	0.0656252	0.069478	0.001	0.0333325	0.117611
1700010J16Rik	chr10:112726925-112785599	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700010K23Rik	chr16:66657117-66664626	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.228128
1700011A15Rik	chr15:101447744-101453909	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011B04Rik	chr13:35181622-35188014	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011E24Rik	chr17:87389570-87427741	0.001	0.16595	0.001	0.001	0.406125	0.392971	0.0814602	0.001	0.001	0.001	0.164273	0.001	0.001	0.001	0.001
1700011H14Rik	chr14:49226358-49245428	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011I03Rik	chr18:57533825-57731065	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011J10Rik	chr2:72979431-72989249	6.04098	1.61812	1.88883	1.8889	2.18723	4.3555	5.80633	3.09259	2.4448	1.37026	2.39998	2.78057	12.6395	2.59017	3.67545
1700011L22Rik	chr8:79210429-79248583	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011M02Rik	chrX:102908904-102909651	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700012A03Rik	chr6:32050287-32058915	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700012B07Rik	chr11:109788290-109828046	0.001	0.292771	0.001	0.001	0.071407	0.172956	0.143355	0.001	0.001	0.001	0.001	0.001	0.001	0.0725656	0.001
1700012B09Rik	chr9:14758193-14771030	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.126424	0.001	0.001	0.001	0.001	0.001	0.001
1700012B15Rik	chr12:3235790-3250374	2.50529	1.74907	1.78725	2.72334	1.70013	1.61999	5.61262	2.15642	2.5672	2.81122	3.08898	2.87506	4.43721	3.23079	4.2472
1700012D01Rik	chr10:127667122-127668851	0.509243	0.425955	0.218512	2.32918	0.840771	0.253448	1.47247	0.639759	0.248218	0.001	0.422086	0.445766	0.001	0.52271	0.655891
1700012D14Rik	chr7:111117672-111122675	0.391561	0.485721	0.001	1.32953	0.722813	0.001	0.001	0.001	0.141167	0.001	0.001	0.001	1.46324	0.356064	0.640309
1700012I11Rik	chr15:67226768-67377094	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700012L04Rik	chrX:9283763-9284288	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.180191	0.001	0.001	0.001	0.001	0.001	0.001
1700012P22Rik	chr4:144418190-144438772	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700013D24Rik	chr6:124347593-124357086	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700013F07Rik	chr3:108537583-108544697	0.21419	0.263595	0.001	0.001	0.001	0.001	0.001	0.001	0.152952	0.001	0.001	0.001	0.001	0.001	0.115733
1700013G23Rik	chr11:59946891-59948147	1.01988	0.001	0.635687	5.0783	2.47598	1.11258	0.6168	1.31036	0.178295	0.199488	0.918772	0.001	0.001	0.597178	0.675876
1700013G24Rik	chr4:137453295-137455461	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700013H16Rik	chrX:53742900-53757831	0.246498	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.106005	0.112152	0.001	0.106932	0.0947486
1700015E13Rik	chr1:170308860-170312125	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.202501	0.001
1700015F17Rik	chr5:5437826-5479143	0.001	0.207183	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700015G11Rik	chr7:52011679-52015716	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016C15Rik	chr1:177729813-177753305	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016D06Rik	chr8:11654923-11678750	0.001	0.001	0.001	0.001	0.025044	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016G22Rik	chr13:5855508-5858092	0.001	0.001	0.270449	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.260886	0.001	0.001	0.001	0.115469
1700016H13Rik	chr5:103648586-103655732	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.114826	0.001	0.001	0.001	0.001	0.001
1700016K19Rik	chr11:75999911-76003569	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0660895
1700016L04Rik	chr10:14705608-14759019	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016L21Rik	chr1:80445931-80475660	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016P04Rik	chr6:13413336-13415996	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017B05Rik	chr9:57252321-57262599	3.825	7.24839	7.37227	7.27213	4.52561	11.5496	5.14389	12.1156	5.87908	7.78058	3.13965	3.35136	2.6507	5.14554	3.63738
1700017D01Rik	chr19:11096815-11130878	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017G19Rik	chr3:40504864-40522912	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.104762	0.001	0.001	0.001
1700017J07Rik	chr2:168978268-168978906	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017N19Rik	chr10:100592385-100618391	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018A04Rik	chr13:31565491-31582513	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018B08Rik	chr8:121530783-121541954	0.286775	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0547414
1700018B24Rik	chr3:48605730-48609100	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018C11Rik	chr4:63607090-63622429	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018F24Rik	chr5:145042989-145045678	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018G05Rik	chrX:102928371-102929107	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018L02Rik	chr19:29047482-29048729	8.59888	0.419842	0.107153	0.001	1.52513	4.07429	2.19832	4.61316	0.001	3.07219	0.10376	0.329342	1.44542	0.41883	0.139132
1700019A02Rik	chr1:53158576-53187617	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019B03Rik	chr8:3470861-3487178	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.146043	0.001	0.001	0.001	0.001	0.001
1700019B21Rik	chrX:62510538-62527011	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019D03Rik	chr1:52925126-52952840	15.3824	2.70631	1.38551	1.84668	3.3962	1.40235	3.82086	1.1126	1.97865	2.77129	1.17212	1.94668	0.001	6.93595	10.2127
1700019E08Rik	chr2:45696604-45698447	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019G17Rik	chr6:85899049-85904938	0.722196	0.347021	0.416181	1.93449	0.638106	0.640781	0.208207	0.490104	0.301398	0.313464	0.212742	0.409698	0.152686	0.592179	0.734223
1700019G24Rik	chr6:5963896-5977393	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019L03Rik	chr2:32777412-32784405	0.342389	0.979359	0.38402	0.409762	0.363047	0.44168	0.438681	0.356842	0.399752	0.13999	0.0744251	0.0787828	0.001	0.52842	0.433251
1700019M22Rik	chr12:96046614-96047222	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019N19Rik	chr19:58785802-58794414	0.001	0.001	0.001	0.001	0.001	0.001	0.146413	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019O17Rik	chr1:86426328-86428049	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020A23Rik	chr2:130405258-130406074	0.001	0.311786	0.001	0.001	0.001	1.12513	0.001	1.38894	0.001	0.001	0.309618	0.001	0.001	0.439468	0.001
1700020D05Rik	chr19:5502768-5503787	0.205401	0.26555	0.271444	0.001	0.258467	0.001	1.42781	0.632735	0.389501	0.0831102	0.39401	0.833354	0.001	0.131906	0.351611
1700020G17Rik	chr10:110801173-110896507	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020I14Rik	chr2:119594295-119600744	22.2706	16.8607	14.1947	13.3041	15.9715	6.77264	13.8011	6.15262	12.244	10.1232	16.7801	18.3867	4.59154	17.4432	20.7477
1700020L24Rik	chr11:83437693-83441232	1.26546	1.03532	0.907744	3.22688	0.001	0.873887	2.68006	1.41191	0.693313	1.4854	1.31714	0.618916	0.001	0.952925	1.10906
1700020M21Rik	chr9:120913773-120915250	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020N01Rik	chr10:21593144-21622375	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020N15Rik	chrX:69945280-69945980	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0715123	0.001
1700020N18Rik	chr1:91404878-91406029	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700021F05Rik	chr10:43525120-43540994	28.913	25.4931	16.7577	17.7017	17.5852	25.0309	24.8396	13.3758	10.6768	17.4778	11.009	11.9614	30.4672	16.4472	18.8727
1700021F07Rik	chr2:173522591-173528502	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700021K19Rik	chr16:32821701-32868366	5.38399	9.04671	7.45995	6.63598	5.12615	6.01275	4.88178	4.99953	5.01488	6.91366	4.73766	5.14874	5.14068	7.2633	7.56729
1700021N21Rik	chr4:134448764-134450171	0.001	0.001	0.001	0.001	0.001	0.180966	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0674976
1700022A21Rik	chr5:24645452-24648860	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022A22Rik	chr15:46324584-46373899	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022E09Rik	chr16:59466871-59469238	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022H16Rik	chr12:9565235-9570585	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022I11Rik	chr4:42969945-42974325	0.214952	0.0320227	0.001	0.001	0.153191	0.0373764	0.0309091	0.001	0.0758015	0.001	0.0316057	0.0334806	0.001	0.016149	0.0425729
1700022P22Rik	chr1:191036821-191042941	0.001	0.001	0.439124	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.184965
1700023A16Rik	chr6:146850109-146871404	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023C21Rik	chr11:109845877-109848476	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023E05Rik	chr5:77016022-77061522	0.0554132	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023F02Rik	chr10:66120608-66124064	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023F06Rik	chr11:103198946-103208558	0.18149	0.117949	0.120485	0.001	0.229051	0.388814	0.28776	0.280634	0.001	0.14727	0.001	0.001	1.04634	0.0587194	0.001
1700023L04Rik	chr6:29985328-29993531	1.81838	0.001	0.234393	0.001	0.001	1.09035	0.565868	0.001	0.266044	0.001	0.679936	0.239025	0.001	0.111167	0.603312
1700024B18Rik	chr14:123987634-124015684	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024F13Rik	chr13:3498049-3501393	0.001	0.223827	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024G13Rik	chr14:32376501-32388373	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P03Rik	chr2:110031249-110050479	0.001	0.001	0.001	0.001	0.0677582	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0613688
1700024P04Rik	chr13:98984089-98984565	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P16Rik	chr4:104913455-105016863	0.258128	0.0383683	0.0780998	0.001	0.183745	0.0896262	0.148255	0.0678887	0.113466	0.001	0.113622	0.001	0.186861	0.135314	0.254981
1700025B11Rik	chr15:77558239-77561892	0.001	0.001	0.001	0.001	0.001	0.001	0.144847	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025C18Rik	chr2:165078692-165090750	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025E21Rik	chr6:30509848-30520253	0.001	0.001	0.001	0.001	0.0556775	0.405415	0.001	0.001	0.001	0.001	0.191149	0.120037	0.001	0.001	0.001
1700025F22Rik	chr19:11139682-11165320	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025F24Rik	chr10:119413443-119426864	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025G04Rik	chr1:151884523-152090320	7.159	5.14314	4.56254	4.65105	5.19929	4.74226	8.05811	4.16643	11.9555	9.48462	10.465	8.65007	6.67677	8.8527	8.04704
1700025K24Rik	chr17:54352582-54370074	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025M24Rik	chr5:73268579-73284184	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025N23Rik	chr6:39063878-39067586	0.001	0.153672	0.157234	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0677683
1700026D08Rik	chr7:83775616-83794839	0.001	0.001	0.001	0.001	0.001	0.001	0.0979609	0.001	0.001	0.001	0.198911	0.001	0.001	0.001	0.001
1700026D11Rik	chr2:132490727-132524057	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026F02Rik	chr8:71006727-71026755	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026L06Rik	chr2:28692079-28699651	0.001	0.001	0.457706	0.001	0.110211	0.531211	0.440977	0.670439	0.259626	0.567635	0.001	0.001	0.001	0.001	0.001
1700027A15Rik	chr1:73016035-73025508	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027F09Rik	chr5:64454812-64467942	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027H10Rik	chr3:45416583-45439309	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027I24Rik	chr9:36668855-36693189	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027J07Rik	chr10:43746157-43765836	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028B04Rik	chr7:28496940-28497492	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028D13Rik	chr5:112206762-112210002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.165656	0.001	0.001	0.001	0.001	0.001	0.001
1700028E10Rik	chr5:151368674-151414083	0.001	0.001	0.144509	0.001	0.0287564	0.166875	0.144878	0.001	0.0353216	0.265786	0.001	0.001	0.001	0.001	0.001
1700028I16Rik	chr10:82812122-82824242	0.001	0.1273	0.001	0.001	0.001	0.001	0.001	0.378935	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028J19Rik	chr7:44229929-44236122	0.255727	0.555422	0.001	0.001	0.21544	0.130752	0.487337	0.198059	0.261179	0.001	0.219657	0.348568	0.001	0.332146	0.245356
1700028K03Rik	chr5:107534710-107551542	0.0290769	0.001	0.001	0.001	0.0186263	0.001	0.0563562	0.001	0.0920049	0.001	0.0767803	0.162651	0.001	0.137146	0.189528
1700028M03Rik	chr3:83555366-83574118	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P14Rik	chr19:23558759-23652812	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P15Rik	chr2:171956878-171962799	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029B22Rik	chr7:131146438-131150578	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029F12Rik	chr13:97021863-97034362	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029H14Rik	chr8:13550732-13562448	0.001	0.001	0.001	0.001	0.0476239	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.043506
1700029I15Rik	chr2:92382917-92383603	0.001	0.001	0.001	0.001	0.001	0.001	0.573323	0.001	0.314752	0.001	0.001	0.001	0.001	0.001	0.241076
1700029J03Rik	chr16:93396814-93458872	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029J07Rik	chr8:45953605-45975252	0.663003	0.132763	0.315368	0.001	0.339429	0.31032	0.77006	0.104469	0.863323	0.572407	0.305828	0.740351	2.11399	1.71527	1.74456
1700029M20Rik	chr4:135626654-135630198	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029N11Rik	chr13:44439726-44457567	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029P11Rik	chr15:81980539-81981563	0.102078	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0774552	0.001	0.001	0.001	0.001	0.001	0.001
1700030A11Rik	chr17:28905264-28906771	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0917055	0.001	0.001	0.001	0.001	0.001	0.0690609
1700030C10Rik	chr12:20804391-20815779	0.635163	1.39873	1.10348	0.001	0.503877	1.45434	0.885047	0.460781	0.602493	0.866015	0.180229	0.101754	1.85758	0.274318	0.484302
1700030F04Rik	chr6:117679206-117751769	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030F18Rik	chr15:99918347-99931658	0.001	0.001	0.001	0.001	0.122643	0.001	0.122545	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030J22Rik	chr8:116969598-116978943	0.182328	0.121858	0.0826904	0.001	0.252979	0.332175	0.176622	0.0958514	0.1201	0.250022	0.120294	0.0424705	0.001	0.0613732	0.107966
1700030K09Rik	chr8:72443879-72460541	2.60866	3.3238	2.35904	1.64194	1.73999	3.12142	3.50796	2.20075	2.38045	2.42212	2.73487	2.84355	1.42505	3.49507	2.89913
1700030L20Rik	chr3:136435269-136449349	0.437493	0.460792	0.235569	0.376862	0.697362	0.489562	0.253566	0.164787	1.33762	0.16011	0.911711	0.602546	0.001	0.874785	0.589662
1700030M09Rik	chr8:121544387-121547652	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030N03Rik	chr19:3153798-3197703	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030O20Rik	chr10:116723066-116729177	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031A10Rik	chr17:36923791-36933432	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031F05Rik	chrX:102859186-102866353	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031M16Rik	chr15:98398444-98416135	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031P21Rik	chr12:52599983-52602322	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034E13Rik	chr18:52646219-52663731	0.001	0.001	0.370581	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.172411	0.001
1700034F02Rik	chr11:29547949-29578352	0.0848256	0.057271	0.0583382	0.001	0.0275152	0.134097	0.110966	0.001	0.203023	0.001	0.113151	0.179746	0.001	0.201515	0.0507243
1700034G24Rik	chr5:112582935-112589996	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034H15Rik	chr1:191894071-191907527	0.04047	0.0135887	0.027646	0.001	0.0389719	0.0317048	0.0430698	0.001	0.0804487	0.001	0.0268207	0.001	0.001	0.0274313	0.0361384
1700034I23Rik	chr3:40900198-40902543	0.0392511	0.001	0.001	0.001	0.125405	0.0611158	0.050561	0.001	0.0617331	0.064457	0.001	0.001	0.001	0.0131345	0.0231357
1700034J05Rik	chr6:146951300-146954421	0.001	0.001	0.001	0.001	0.117228	0.001	0.0295289	0.001	0.107962	0.225976	0.001	0.001	0.001	0.0306096	0.001
1700034K08Rik	chr9:92979915-93005733	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034O15Rik	chr6:41684430-41685717	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034P13Rik	chr1:9747647-9771256	1.82109	1.19765	0.785296	0.465485	1.36281	0.803348	0.872871	0.001	0.655112	1.221	0.422659	1.34199	0.001	1.19825	0.680916
1700036G14Rik	chr3:85317518-85332027	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700037C18Rik	chr16:3905797-3908689	1.50052	2.79998	3.23381	1.99002	0.887004	1.29111	1.0696	1.23136	0.857906	0.988621	0.722343	1.2734	0.001	0.787416	0.537546
1700037H04Rik	chr2:131146324-131160020	8.81003	23.0082	13.8997	9.77043	7.82205	12.5397	12.3386	24.9504	6.08251	11.3064	6.99055	7.17531	4.36068	6.63257	7.27481
1700039E15Rik	chr7:45282872-45288993	0.0549434	0.001	0.001	0.001	0.0699465	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700039E22Rik	chr19:44828492-44835938	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
