tracking_id	Muscle 1D NTX	Muscle 2D NTX	Muscle 3D NTX	Muscle 3D NTX	Muscle 5D NTX	Muscle 7D NTX	Muscle 10D NTX
1700057H15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700058G18Rik	0.217655	0.148571	0.001	0.140394	0.242839	0.966151	1.45321
1700060C16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700060C20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061F12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061G19Rik	0.0519819	0.187438	0.001	0.397277	0.246956	0.0378774	0.0742229
1700061I17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700063A18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700063D05Rik	0.355793	0.001	1.9407	0.001	0.262765	1.76873	0.261946
1700063O14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064J06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064M15Rik	0.2728	0.001	0.001	0.001	0.001	0.001	0.237747
1700065D16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065I16Rik	0.0978351	0.001	0.001	0.001	0.001	0.001	0.001
1700065I17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065O20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066B17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066B19Rik	0.0254336	0.001	0.32463	0.001	0.001	0.0370819	0.14533
1700066J24Rik	1.42608	0.644799	0.176757	0.607991	1.84279	0.644373	2.62433
1700066M21Rik	2.48056	1.14651	1.50196	1.57167	2.7343	2.19636	0.179355
1700066N21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066O22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067G17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067K01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067P10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700069L16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700069P05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700071K01Rik	0.0354791	0.001	0.0546687	0.001	0.001	0.001	0.001
1700071M16Rik	0.0784267	2.28663	3.48328	0.001	0.001	0.219288	0.0242217
1700072B07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700072O05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700073E17Rik	0.001	0.001	0.001	0.001	0.063667	0.00488441	0.001
1700074H08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700074P13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080E11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080N15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080O16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084C01Rik	0.0475964	0.001	0.001	0.001	0.001	0.27269	0.133509
1700084E18Rik	0.801986	0.667504	0.724247	0.001	0.001	0.164322	0.853619
1700084F23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084J12Rik	0.001	0.001	0.001	0.001	0.001	0.308955	0.001
1700085B03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700085C21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700086L19Rik	2.61513	0.399772	0.731964	3.66148	7.28574	4.07713	1.40192
1700086O06Rik	1.06396	0.917165	0.759719	1.22016	1.02053	1.98485	1.45988
1700088E04Rik	2.754	1.19142	0.963321	1.36732	5.60881	2.83837	4.53986
1700091E21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700091H14Rik	0.397709	0.001	0.001	0.001	0.001	0.001	0.001
1700092C02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092C10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092E19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092K14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092M07Rik	0.001	0.001	2.28111	0.001	0.001	1.23871	0.802808
1700093K21Rik	0.371101	0.103639	0.24738	0.001	0.001	0.001	0.001
1700094D03Rik	0.444249	0.175446	0.372021	1.60808	0.722766	3.03059	1.33278
1700094J05Rik	0.29879	0.312823	0.001	0.001	0.17095	0.157099	0.136643
1700094M24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700095A21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700095B10Rik	0.158993	0.001	0.121708	0.001	0.001	0.296276	0.723403
1700095B22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700096J18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700096K18Rik	0.236241	0.806085	0.741246	0.0643802	1.54567	1.48923	2.16532
1700097N02Rik	0.001	0.576266	0.281462	0.001	0.001	0.001	0.25107
1700100L14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700101E01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700101I11Rik	0.001	0.408059	0.001	0.001	0.222514	0.136233	0.177632
1700101O22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700102H20Rik	1.55584	0.001	0.001	0.34687	0.001	0.560862	0.143617
1700102P08Rik	0.0661147	0.185638	0.001	0.001	0.609156	0.79324	0.608913
1700104A03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700105P06Rik	0.001	0.001	0.001	0.001	0.001	0.225243	0.001
1700106J16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700108F19Rik	0.0895443	0.001	0.001	0.001	0.20267	0.496463	0.242806
1700108J01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109F18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.181044
1700109G14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109G15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109H08Rik	0.468653	0.001	0.001	0.001	0.519715	0.556572	0.207253
1700109I08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110C19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.102314
1700110I01Rik	0.001	0.001	0.001	0.17931	0.001	0.001	0.001
1700110I01Rik	0.001	0.001	0.001	0.17931	0.001	0.001	0.001
1700110I01Rik	0.001	0.001	0.001	0.17931	0.001	0.001	0.001
1700110K17Rik	0.001	0.001	0.001	0.001	0.001	0.0805466	0.001
1700110M21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700111N16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700112E06Rik	0.251941	5.24335	16.6593	2.4358	0.763461	1.87046	4.49834
1700112H15Rik	0.001	0.001	0.001	0.001	0.001	0.0712586	0.185803
1700112J05Rik	0.001	0.001	0.001	0.001	0.001	0.206299	0.001
1700113A16Rik	9.28008	5.83491	13.6609	15.6535	6.60836	17.1527	11.9535
1700113H08Rik	0.001	0.146578	0.001	0.001	0.001	0.0738145	0.915439
1700119H24Rik	0.79133	0.001	0.001	0.001	0.001	0.20843	0.001
1700120C14Rik	1.33941	0.001	1.318	0.001	0.652041	0.79566	20.5048
1700120E14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120G07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120K04Rik	0.895658	0.468329	0.001	0.001	0.380555	0.581258	0.453882
1700121L16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700121N20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700122O11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123I01Rik	0.001	0.0594934	0.001	0.001	0.001	0.119988	0.235022
1700123K08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123L14Rik	0.001	0.001	0.001	0.001	0.0920792	0.0282347	0.001
1700123M08Rik	0.823349	0.288499	1.69456	1.37554	1.73519	1.73986	2.83789
1700123O12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700123O20Rik	16.1471	10.6771	16.0951	14.341	13.957	11.7078	11.2791
1700123O21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700125G02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700125G22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700125H03Rik	0.001	0.001	0.001	0.001	0.454011	0.001	0.180177
1700125H20Rik	0.001	0.001	0.001	0.001	0.001	0.0537993	0.421122
1700126H18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700128A07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0863744
1700128F08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700129C05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810006J02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.111781
1810007C17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810007D17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810007I06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810008I18Rik	0.246237	0.001	0.001	0.001	0.543784	0.001	0.001
1810009A15Rik	209.359	103.445	151.892	130.882	45.2436	47.5371	28.5461
1810009J06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810010D01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.295414
1810010H24Rik	0.001	0.185437	0.204272	0.35387	0.001	0.466109	1.45982
1810011H11Rik	0.0926878	2.83491	4.29262	3.66561	0.433469	0.265778	0.39039
1810011O10Rik	48.8648	11.404	22.4611	17.7927	53.1625	52.1674	51.6967
1810012K16Rik	0.001	0.001	0.001	0.001	0.381585	0.001	0.303399
1810013A23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810013D10Rik	34.7106	31.2562	94.0904	104.486	34.4487	38.0066	44.8246
1810013L24Rik	9.73876	10.6249	5.77105	6.30671	18.8533	15.9925	9.80479
1810014B01Rik	6.8306	1.65773	0.522928	3.46611	3.66723	2.69265	5.96414
1810018F18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810019D21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.242229
1810019J16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.577144
1810020O05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810021B22Rik	0.001	0.001	0.393187	0.001	0.001	0.716401	0.583335
1810022K09Rik	330.74	34.8355	81.6342	72.8009	175.436	133.123	35.8068
1810024B03Rik	0.222025	0.235436	0.001	0.001	0.001	0.001	0.103127
1810026B05Rik	3.06705	0.80256	3.26513	1.03786	2.30264	9.14488	6.0774
1810026J23Rik	9.11815	9.2714	8.17449	13.2405	9.91929	12.5196	14.9636
1810030O07Rik	9.6695	11.6771	12.8537	8.83094	18.6951	16.6046	5.9782
1810032O08Rik	22.1575	1.76691	10.904	14.4612	8.22382	19.3654	21.1478
1810033B17Rik	0.763832	30.4331	7.1008	1.62361	0.440674	0.765176	0.117482
1810034E14Rik	0.440547	1.15647	1.50966	1.71734	0.345936	0.450856	0.831265
1810035I16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810037I17Rik	98.5721	29.1096	64.3065	69.7744	39.6449	35.6246	56.3603
1810041L15Rik	0.16319	0.193325	0.889281	1.48157	1.52082	1.30236	1.52502
1810043G02Rik	13.6534	7.64853	10.4336	14.0949	7.30769	11.4592	10.1121
1810043H04Rik	63.8094	24.3438	25.3283	81.8863	10.5243	16.1978	30.4652
1810044D09Rik	3.4684	3.33011	13.5916	10.0084	3.59747	7.41203	6.24661
1810046K07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1810053B23Rik	0.108932	0.001	0.001	0.001	0.001	0.001	0.001
1810055G02Rik	23.7984	20.1395	8.68932	16.2776	22.6699	18.4804	20.9996
1810058I24Rik	36.8599	64.1179	75.2557	87.5111	43.5824	57.7353	94.947
1810062G17Rik	0.001	0.815632	0.001	0.664309	0.954326	2.04582	1.44862
1810062O18Rik	0.001	0.001	0.001	0.001	1.70575	2.31184	0.583281
1810064F22Rik	0.001	0.001	0.444285	0.001	0.001	0.0608953	0.001
1810065E05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2010001E11Rik	0.001	0.001	0.0447861	0.001	0.0667079	0.266001	0.133645
2010001M06Rik	0.001	0.796343	0.001	1.22976	0.001	0.001	0.854672
2010002M12Rik	0.001	0.642758	0.0296337	0.0129252	0.0441392	0.121887	0.0265437
2010003K11Rik	2.08429	0.001	0.001	0.001	0.14172	0.001	0.0566802
2010003O02Rik	35.5022	12.0812	7.42734	19.9143	19.0864	33.4198	53.2631
2010005H15Rik	0.001	0.162805	0.001	0.001	0.001	0.001	0.001
2010009K17Rik	0.330889	0.001	0.001	0.001	0.001	0.001	0.001
2010010A06Rik	0.001	0.001	0.001	0.001	0.001	0.0912498	0.001
2010012O05Rik	3.08842	3.07613	5.80843	4.48241	4.36093	6.98998	4.73437
2010015L04Rik	1.80968	1.17138	0.842553	2.11132	1.3006	2.26306	1.35077
2010016I18Rik	0.001	0.123731	0.001	0.001	0.001	0.001	0.001
2010106C02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2010106E10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2010107E04Rik	692.785	291.018	641.059	977.219	484.781	319.535	582.269
2010107G12Rik	0.001	0.0431126	0.001	0.001	0.141951	0.001	0.0284358
2010107G23Rik	0.49967	0.494741	0.001	0.001	0.180849	0.027728	0.724214
2010109A12Rik	0.001	0.001	0.001	0.001	0.375488	0.229422	0.001
2010109I03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.197533
2010111I01Rik	6.51817	5.53469	6.09625	7.6192	11.6144	16.2114	20.675
2010204K13Rik	39.2534	10.2636	15.7859	64.5487	11.8444	13.8825	3.43691
2010300C02Rik	0.0561236	0.0408075	0.001	0.001	0.001	0.001	0.458697
2010308F09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.186704
2010310C07Rik	0.001	0.384177	0.001	0.001	0.001	0.001	0.0836901
2010315B03Rik	0.422319	0.104807	0.0386252	0.875577	2.53731	1.69598	0.38048
2010320M18Rik	5.30315	6.17743	6.7784	15.6559	8.86442	10.399	15.9127
2200002D01Rik	4.62861	9.09299	0.001	0.481883	0.001	1.28694	14.8984
2200002J24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2210010C04Rik	0.211549	0.001	0.001	0.627447	0.071552	0.109731	0.001
2210013O21Rik	17.6076	13.2279	17.3081	16.0146	24.9538	18.1226	31.1281
2210015D19Rik	6.66841	2.87642	1.58873	7.10856	3.80308	3.7839	8.66515
2210016F16Rik	32.8869	15.0439	29.7088	21.978	8.50979	11.7971	8.91096
2210016L21Rik	14.8323	14.6541	18.1412	24.1878	17.3176	26.4651	25.7023
2210018M11Rik	2.29708	4.89495	4.3097	6.81336	8.25335	6.33705	3.64776
2210019I11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2210039B01Rik	1.73635	0.198368	3.49476	4.3484	3.09057	8.06874	1.63856
2210404J11Rik	2.82403	3.07766	4.30364	5.37817	3.7194	6.10449	3.40676
2210404O07Rik	0.326267	2.58329	7.52667	1.40789	0.001	1.39166	0.975609
2210404O09Rik	0.413661	0.0417827	0.184742	0.001	1.20386	0.414975	0.110251
2210407C18Rik	0.001	0.243685	0.001	0.001	0.001	0.001	0.239042
2210408F21Rik	17.841	2.65198	1.69735	0.152834	0.001	2.15524	18.0336
2210408I21Rik	1.10514	0.271314	0.0396033	0.312598	2.46372	0.742211	0.249895
2210409D07Rik	0.001	0.001	0.001	0.001	0.987293	0.001	0.001
2210409E12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2210414B05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2210416O15Rik	0.283329	0.001	0.001	0.001	0.105844	0.0973491	0.466564
2210417A02Rik	0.001	0.229755	3.26036	0.001	0.001	0.001	0.001
2210417K05Rik	0.515304	1.12754	1.47737	0.001	2.56689	2.57689	0.729185
2210420H20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2300002M23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2300003K06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2300005B03Rik	0.001	0.001	0.001	0.001	0.001	0.442635	0.958806
2300009A05Rik	22.8378	5.49377	24.4734	41.5247	4.9703	15.8009	23.6101
2310001H17Rik	7.39377	4.16364	9.32752	1.43226	2.45187	4.79318	8.21496
2310001K24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310002D06Rik	0.001	0.001	0.001	0.001	0.001	0.384936	0.001
2310002F09Rik	0.001	0.001	0.001	0.001	0.001	0.108912	0.0237139
2310002J15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310002L09Rik	11.7266	0.437568	0.001	0.001	0.538323	0.274807	16.0913
2310003H01Rik	11.5013	11.5913	5.38807	12.2566	3.56688	6.98377	8.8616
2310005A03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310005E17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310005G13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310007B03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310007L24Rik	1.1215	0.559232	0.001	0.001	0.001	0.001	0.821273
2310008H04Rik	7.31703	5.01102	3.52265	3.90087	7.34572	7.86731	2.54246
2310008H09Rik	10.983	9.98173	6.84661	7.36874	7.9921	5.55752	3.72062
2310008N11Rik	1.68305	0.001	0.483644	3.51308	0.001	0.220089	11.4603
2310009A05Rik	43.2695	14.6993	23.7088	34.264	17.2089	29.6337	31.5294
2310009B15Rik	29.036	16.5275	14.7294	56.4623	6.36862	19.4616	22.9438
2310010J17Rik	1.82091	0.001	2.75054	7.67491	4.75885	5.18584	1.34432
2310010M20Rik	1.25386	0.150279	1.56338	1.39355	0.171691	0.270235	3.10818
2310011J03Rik	31.5195	17.6969	19.4771	29.6067	10.4286	9.04065	12.0715
2310014F07Rik	0.001	0.001	0.599863	0.001	0.001	0.273765	1.42908
2310014L17Rik	1.0584	0.362495	0.370218	0.618916	0.413577	0.521668	0.58951
2310015A10Rik	0.703523	0.585199	0.42518	0.194458	2.86495	2.55429	2.50358
2310015B20Rik	24.6755	0.644914	15.0532	18.0608	58.8591	73.2547	40.0453
2310015D24Rik	0.60313	0.0934891	0.001	0.001	0.001	0.001	1.93462
2310016D03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310020H05Rik	0.001	0.001	0.001	0.001	0.516855	0.237223	4.22546
2310022A10Rik	18.8392	34.2015	30.6506	31.3348	11.0061	12.6938	19.7653
2310022B05Rik	9.33468	17.1579	16.5398	36.9372	24.546	16.3176	45.1655
2310030A07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310030G06Rik	0.852126	0.001	1.15018	1.53474	0.658897	5.57349	2.21413
2310033P09Rik	10.2355	10.5226	8.41306	23.1961	7.38655	13.2595	8.81202
2310034C09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310034G01Rik	0.612801	0.420112	0.307541	0.001	0.458048	0.490726	1.2796
2310034O05Rik	0.001	0.001	0.101261	0.001	0.001	0.001	0.001
2310035C23Rik	3.61459	1.30601	2.08942	2.14481	6.54359	5.84829	2.73213
2310036O22Rik	234.357	159.815	183.884	349.452	52.1114	152.26	139.985
2310039H08Rik	29.4765	24.2636	29.6314	53.5002	6.10343	28.7401	35.595
2310039L15Rik	1.71707	1.19703	1.51216	0.001	2.10199	1.18615	0.119628
2310040G24Rik	11.0983	1.8602	3.47064	1.28482	2.10572	2.07677	30.8147
2310042D19Rik	1.02661	0.279533	0.103125	0.0224982	0.960027	0.90731	11.8253
2310042E22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310043L19Rik	0.001	0.001	3.24221	2.16778	2.68268	1.9698	1.81829
2310043O21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310044G17Rik	4.67487	8.64547	6.99329	4.43487	5.84667	5.87282	8.0444
2310045N01Rik	17.9917	32.1987	33.2166	34.6982	17.8093	22.3811	34.7913
2310047M10Rik	7.56272	11.3545	9.23214	5.35405	5.9674	9.81276	13.4734
2310050B05Rik	2.11065	0.001	0.001	3.20004	0.001	0.001	10.5348
2310050C09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310057J18Rik	0.001	0.001	0.0825319	0.001	0.001	0.001	0.001
2310057M21Rik	7.19527	2.64137	3.19773	6.49812	3.10627	4.93325	3.31885
2310057N15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310061I04Rik	30.9074	16.0802	31.7336	51.2019	8.18563	22.8212	50.4391
2310061J03Rik	1.95259	0.437106	1.9286	0.697521	0.718139	1.5409	2.34687
2310061N02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310065F04Rik	1.76319	0.001	0.001	0.001	0.001	0.001	1.70446
2310067B10Rik	3.40643	7.17427	5.57004	7.07289	4.93704	7.78167	12.4543
2310068J16Rik	0.386573	0.362215	0.498832	0.777912	0.148595	0.0910631	0.653618
2310069B03Rik	0.0721036	0.001	0.399338	0.001	0.169943	0.001	0.306284
2310069G16Rik	0.0903798	0.001	0.001	0.001	0.204435	0.001	0.001
2310079G19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2310081J21Rik	1.80235	0.117728	0.001	0.001	1.53048	1.79215	0.760536
2310081J21Rik	1.80235	0.117728	0.001	0.001	1.53048	1.79215	0.760536
2410002F23Rik	33.1618	16.3255	17.3069	26.9875	21.1054	56.512	29.3249
2410003L11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410004B18Rik	22.1389	7.71516	9.43394	18.8674	11.9434	15.1714	12.2125
2410004I01Rik	0.001	0.001	0.001	0.001	0.18036	0.497179	0.0720652
2410004N09Rik	58.276	17.4229	45.9589	42.9872	45.5183	117.296	43.991
2410004P03Rik	0.037746	0.432229	1.25316	0.519017	0.346788	0.001	0.391534
2410006H16Rik	240.951	60.7011	148.357	208.635	244.267	507.575	340.185
2410007B07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410012E07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410012M07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410015M20Rik	130.539	61.2948	67.4321	97.524	87.3638	63.1032	65.4607
2410016O06Rik	7.59575	7.99272	3.96113	8.79741	3.95496	3.59969	3.7411
2410017I17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.168592
2410018L13Rik	0.880534	0.370509	0.178843	4.50354	1.75049	2.25143	1.23362
2410018M08Rik	26.9092	9.74268	7.56956	35.5575	11.3355	7.58845	18.8729
2410021H03Rik	0.001	0.001	0.001	0.001	0.23913	0.001	0.001
2410057H14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410066E13Rik	0.272842	0.501525	0.430772	0.374603	3.2081	4.4408	4.62473
2410076I21Rik	0.612651	0.001	0.001	0.230054	0.19839	0.182251	0.475405
2410088K16Rik	0.225014	0.001	0.935981	0.001	0.001	0.001	0.001
2410089E03Rik	1.20768	1.35173	1.25869	0.979734	4.99497	3.11256	1.2738
2410114N07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410124H12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2410127L17Rik	28.9183	4.41076	5.07158	5.53021	13.5678	7.58046	12.2227
2410131K14Rik	5.28757	7.19305	5.98523	5.87723	4.45745	4.10232	7.07814
2410137F16Rik	0.0555425	0.0536811	0.001	0.001	0.001	0.0678635	0.177347
2410137M14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0812842
2410141K09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2500004C02Rik	0.380745	0.397056	5.22464	2.64814	2.12346	2.45458	1.17765
2510002D24Rik	7.34326	3.4835	3.66175	6.97098	4.5228	7.5829	10.9088
2510003D18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2510003E04Rik	7.45471	6.84661	7.77611	4.05107	15.3206	14.7758	13.8755
2510009E07Rik	2.89111	2.60183	3.16509	3.24385	11.0097	9.89361	4.6534
2510039O18Rik	15.9402	25.4767	22.1868	31.2667	11.7867	15.0213	16.0488
2510049J12Rik	0.001	0.108461	0.001	0.001	0.0396981	0.182669	0.001
2600006L11Rik	0.001	0.001	0.001	0.001	0.001	1.18066	0.001
2610001J05Rik	19.592	11.7152	21.0642	22.0089	21.5213	13.6764	14.2267
2610002J02Rik	27.0103	21.6702	28.3214	40.7302	17.6058	24.5582	24.0936
2610002M06Rik	2.2742	1.22073	2.28639	0.481033	3.03271	1.9454	0.797654
2610005L07Rik	4.76505	2.96234	2.50124	1.08682	15.4017	16.3854	6.17449
2610008E11Rik	0.623189	0.273893	1.32932	0.325705	5.5927	5.7668	0.696488
2610015P09Rik	1.44272	0.270957	0.436156	0.737334	2.11137	2.15534	1.07446
2610016A17Rik	1.81388	0.001	4.08284	2.39887	15.4288	6.42086	2.04034
2610017I09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610018G03Rik	0.001	2.24522	0.465182	0.001	1.00082	1.06251	0.678468
2610019E17Rik	57.6763	0.713331	32.9236	9.98485	34.4087	106.546	25.1764
2610019F03Rik	0.543864	0.224138	0.001	0.575847	0.0615232	0.226471	0.443784
2610020C07Rik	1.44014	0.129469	0.476993	0.001	0.781516	1.13315	0.227716
2610020H08Rik	0.814008	0.805159	0.763732	0.717899	3.00171	0.918573	0.501812
2610027K06Rik	0.303404	0.516616	0.483266	0.001	0.196313	0.521882	1.36348
2610028E06Rik	0.001	0.001	0.19648	0.220399	0.001	0.001	0.001
2610028H24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.106451
2610034B18Rik	22.359	19.2342	21.9654	24.4533	24.24	17.3195	13.866
2610034M16Rik	0.001	0.0640762	0.001	0.001	0.001	0.0756418	0.381269
2610035D17Rik	0.677836	0.613422	0.225877	0.001	0.420546	2.3988	3.80662
2610035F20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610037D02Rik	0.0340656	0.001	0.109417	0.0238673	0.0407441	0.001	0.001
2610044O15Rik8	1.76247	0.527834	2.54843	2.84618	3.47042	3.8235	1.86663
2610100L16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
2610203C20Rik	2.46358	0.213396	0.275311	0.685525	6.03391	6.07417	1.22083
2610203C22Rik	0.001	0.0800241	0.001	0.001	0.001	0.161099	0.001
2610204G22Rik	0.001	0.001	0.118515	0.001	0.83501	0.551388	1.83916
2610206C17Rik	0.0387954	0.001	0.001	0.001	0.0912444	0.363728	0.0365382
2610301B20Rik	7.31419	2.3321	2.9665	1.65139	11.8069	11.486	3.8596
2610301G19Rik	9.82218	10.1666	8.1438	22.744	15.5218	12.2557	12.847
2610305D13Rik	0.165431	0.0358197	0.237661	0.001	0.59982	0.271481	0.00591112
2610306M01Rik	2.85225	1.89552	3.84458	1.90147	4.58097	4.9119	7.19379
2610307P16Rik	1.40961	0.0381316	0.674719	0.001	5.08435	7.7646	4.54897
