tracking_id	locus	Endothelium 0D NTX	Endothelium 2D NTX (a)	Endothelium 2D NTX (b)	Endothelium 2D NTX ©	Endothelium 3D NTX (a)	Endothelium 3D NTX (b)	Endothelium 3D NTX ©	Endothelium 4D NTX	Endothelium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX (a)	Endothelium WT 10days (b)	Endothelium 14D NTX
1700010I02Rik	chr3:7925302-7954887	0.001	0.001	0.001	0.001	0.001	0.509453	0.001	0.001	0.001	0.618006	0.001	0.001	0.162395	0.001
1700010I14Rik	chr17:8988332-9008319	0.0511697	0.001	0.001	0.001	0.0308025	0.001	0.116113	0.266277	0.224493	0.001	0.317542	0.204585	0.0743287	0.0964335
1700010J16Rik	chr10:112726925-112785599	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700010K23Rik	chr16:66657117-66664626	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011A15Rik	chr15:101447744-101453909	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011B04Rik	chr13:35181622-35188014	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011E24Rik	chr17:87389570-87427741	0.001	0.001	0.001	0.001	0.155324	0.193853	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011H14Rik	chr14:49226358-49245428	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011I03Rik	chr18:57533825-57731065	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0718037	0.001	0.001
1700011J10Rik	chr2:72979431-72989249	2.79762	3.03664	1.2963	1.47908	3.28378	3.6892	2.44071	1.9257	4.48465	2.03375	3.34755	1.4732	2.17221	1.24183
1700011L22Rik	chr8:79210429-79248583	0.001	0.19332	0.001	0.0662669	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700011M02Rik	chrX:102908904-102909651	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700012A03Rik	chr6:32050287-32058915	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700012B07Rik	chr11:109788290-109828046	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700012B09Rik	chr9:14758193-14771030	0.001	0.001	1.70831	0.104113	0.408231	0.001	0.387461	0.001	1.09513	0.001	0.001	0.001	0.001	0.001
1700012B15Rik	chr12:3235790-3250374	3.61885	7.43661	4.34478	2.78616	5.24164	4.86357	6.60431	5.30639	5.47839	6.6865	6.84792	5.12125	4.25634	4.80733
1700012D01Rik	chr10:127667122-127668851	0.170983	0.893564	0.239469	0.510615	1.00116	2.00228	0.380017	0.983003	0.358281	0.485706	0.524447	1.17917	1.54544	0.433228
1700012D14Rik	chr7:111117672-111122675	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.608803	0.001	0.141175
1700012I11Rik	chr15:67226768-67377094	0.101723	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.437628	0.001	0.209394	0.0660326	0.001	0.001
1700012L04Rik	chrX:9283763-9284288	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.123937	0.001	0.001
1700012P22Rik	chr4:144418190-144438772	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700013D24Rik	chr6:124347593-124357086	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700013F07Rik	chr3:108537583-108544697	0.001	0.001	0.001	0.254318	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700013G23Rik	chr11:59946891-59948147	0.509225	1.3085	0.695299	0.598318	1.1705	0.550391	0.001	0.481876	2.06966	0.466002	0.516552	0.613262	0.47857	0.269035
1700013G24Rik	chr4:137453295-137455461	0.001	0.001	0.146085	0.001	0.001	0.001	0.001	0.001	1.0978	0.001	0.001	0.001	0.001	0.001
1700013H16Rik	chrX:53742900-53757831	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0402497	0.001
1700015E13Rik	chr1:170308860-170312125	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.527791	0.001	0.001	0.001	0.103811	0.001	0.119755
1700015F17Rik	chr5:5437826-5479143	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700015G11Rik	chr7:52011679-52015716	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016C15Rik	chr1:177729813-177753305	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.112442
1700016D06Rik	chr8:11654923-11678750	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016G22Rik	chr13:5855508-5858092	0.214227	0.001	0.001	0.126857	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.131505	0.001	0.0764467
1700016H13Rik	chr5:103648586-103655732	0.115454	0.001	0.204236	0.001	0.001	0.001	0.001	0.001	0.612191	0.001	0.001	0.001	0.001	0.0528145
1700016K19Rik	chr11:75999911-76003569	0.118138	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016L04Rik	chr10:14705608-14759019	0.001	0.001	0.001	0.0723726	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016L21Rik	chr1:80445931-80475660	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016P04Rik	chr6:13413336-13415996	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017B05Rik	chr9:57252321-57262599	2.03938	6.38289	7.11991	6.98778	8.1743	3.19767	6.69097	2.99987	3.27764	3.29581	0.547903	3.03739	3.98704	2.52691
1700017D01Rik	chr19:11096815-11130878	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017G19Rik	chr3:40504864-40522912	0.001	0.001	0.001	0.0471213	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017J07Rik	chr2:168978268-168978906	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017N19Rik	chr10:100592385-100618391	0.0575819	0.001	0.001	0.0351856	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0216557
1700018A04Rik	chr13:31565491-31582513	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018B08Rik	chr8:121530783-121541954	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018B24Rik	chr3:48605730-48609100	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018C11Rik	chr4:63607090-63622429	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018F24Rik	chr5:145042989-145045678	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018G05Rik	chrX:102928371-102929107	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018L02Rik	chr19:29047482-29048729	8.25269	0.289922	0.117687	3.17984	2.19768	1.58162	5.77874	5.18456	0.001	0.160712	0.001	0.482305	5.9077	0.274292
1700019A02Rik	chr1:53158576-53187617	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019B03Rik	chr8:3470861-3487178	0.001	0.001	0.001	0.0370657	0.001	0.136115	0.001	0.001	0.001	0.001	0.001	0.0402451	0.001	0.001
1700019B21Rik	chrX:62510538-62527011	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019D03Rik	chr1:52925126-52952840	0.001	0.001	0.189968	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0641352	0.001
1700019E08Rik	chr2:45696604-45698447	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019G17Rik	chr6:85899049-85904938	0.0599025	0.0537098	0.263264	0.110432	0.199317	0.337842	0.136437	0.001	0.198754	0.180774	0.852783	0.201831	0.130934	0.108038
1700019G24Rik	chr6:5963896-5977393	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019L03Rik	chr2:32777412-32784405	0.001	0.103691	0.253215	0.284294	0.244687	0.043499	0.0439407	0.001	0.381721	0.0577878	0.001	0.193081	0.001	0.0656102
1700019M22Rik	chr12:96046614-96047222	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019N19Rik	chr19:58785802-58794414	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0434093
1700019O17Rik	chr1:86426328-86428049	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020A23Rik	chr2:130405258-130406074	0.001	0.001	0.001	0.100774	0.001	0.001	0.001	0.001	0.001	0.235489	0.001	0.105855	0.001	0.181316
1700020D05Rik	chr19:5502768-5503787	0.52088	0.367932	0.297962	0.693652	0.309708	1.93058	0.0780734	0.403321	1.34328	0.001	0.643181	0.337702	0.800751	1.00259
1700020G17Rik	chr10:110801173-110896507	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020I14Rik	chr2:119594295-119600744	48.4896	31.4096	35.9199	24.6366	14.95	17.503	14.4932	33.967	26.3558	33.1818	31.9651	29.6909	12.9625	42.555
1700020L24Rik	chr11:83437693-83441232	19.5794	4.1057	4.48253	5.84073	5.45872	19.0473	18.1283	21.9175	5.23485	6.88767	3.83298	12.6143	15.0335	10.9976
1700020M21Rik	chr9:120913773-120915250	0.001	0.001	0.001	0.001	0.111341	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0906038	0.001
1700020N01Rik	chr10:21593144-21622375	0.001	0.001	0.001	0.001	0.177072	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020N15Rik	chrX:69945280-69945980	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020N18Rik	chr1:91404878-91406029	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700021F05Rik	chr10:43525120-43540994	11.2216	7.72602	10.2341	7.13618	13.9398	9.55158	8.20175	6.43643	14.0591	12.3796	28.0664	10.3445	7.77302	9.55916
1700021F07Rik	chr2:173522591-173528502	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700021K19Rik	chr16:32821701-32868366	8.86147	10.0044	11.6639	10.8654	9.52232	10.6566	10.7325	14.4037	12.1036	13.8052	7.54612	12.9043	14.6488	13.046
1700021N21Rik	chr4:134448764-134450171	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022A21Rik	chr5:24645452-24648860	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022A22Rik	chr15:46324584-46373899	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022E09Rik	chr16:59466871-59469238	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022H16Rik	chr12:9565235-9570585	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022I11Rik	chr4:42969945-42974325	0.0488579	0.001	0.0358379	0.0751437	0.0295963	0.001	0.0928242	0.001	0.108308	0.0739022	0.0759958	0.0165101	0.001	0.02788
1700022P22Rik	chr1:191036821-191042941	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023A16Rik	chr6:146850109-146871404	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023C21Rik	chr11:109845877-109848476	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023E05Rik	chr5:77016022-77061522	0.001	0.001	0.001	0.103578	0.0679257	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023F02Rik	chr10:66120608-66124064	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023F06Rik	chr11:103198946-103208558	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.133069	0.001
1700023L04Rik	chr6:29985328-29993531	0.365862	0.001	0.25526	0.219631	0.640931	0.001	0.001	1.16646	0.001	0.173531	0.747272	0.459447	0.260611	0.001
1700024B18Rik	chr14:123987634-124015684	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024F13Rik	chr13:3498049-3501393	0.001	0.001	0.001	0.001	0.001	0.395103	0.001	0.001	0.001	0.340058	0.001	0.224996	0.001	0.001
1700024G13Rik	chr14:32376501-32388373	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P03Rik	chr2:110031249-110050479	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P04Rik	chr13:98984089-98984565	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P16Rik	chr4:104913455-105016863	0.001	0.001	0.001	0.0540608	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0592947	0.001	0.0222709
1700025B11Rik	chr15:77558239-77561892	0.238461	0.001	0.98152	0.001	1.65026	0.001	1.57179	1.20638	0.487423	0.001	0.001	0.144691	0.449276	0.337709
1700025C18Rik	chr2:165078692-165090750	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025E21Rik	chr6:30509848-30520253	0.001	0.001	0.001	0.001	0.001	0.001	0.169712	0.001	0.193609	0.001	0.001	0.001	0.001	0.001
1700025F22Rik	chr19:11139682-11165320	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025F24Rik	chr10:119413443-119426864	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025G04Rik	chr1:151884523-152090320	7.20773	7.2555	4.27474	4.55415	4.00866	5.87184	4.57701	6.88307	6.88969	6.91468	6.71617	7.52732	4.22935	6.77444
1700025K24Rik	chr17:54352582-54370074	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025M24Rik	chr5:73268579-73284184	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.136978	0.001	0.001
1700025N23Rik	chr6:39063878-39067586	0.001	0.640308	0.001	0.0731657	0.430995	0.448075	0.0906295	0.001	0.51792	0.001	0.872206	0.311818	0.0581214	0.223185
1700026D08Rik	chr7:83775616-83794839	0.001	0.001	0.001	0.001	0.001	0.174844	0.23558	0.001	0.169813	0.001	0.001	0.205603	0.001	0.0876431
1700026D11Rik	chr2:132490727-132524057	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026F02Rik	chr8:71006727-71026755	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026L06Rik	chr2:28692079-28699651	0.001	0.001	0.001	0.001	2.51773	0.787033	2.39032	0.458092	0.001	0.001	0.001	0.224144	0.0852885	0.001
1700027A15Rik	chr1:73016035-73025508	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027F09Rik	chr5:64454812-64467942	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027H10Rik	chr3:45416583-45439309	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027I24Rik	chr9:36668855-36693189	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027J07Rik	chr10:43746157-43765836	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0645201	0.001	0.001
1700028B04Rik	chr7:28496940-28497492	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028D13Rik	chr5:112206762-112210002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028E10Rik	chr5:151368674-151414083	0.001	0.001	0.001	0.0563416	0.001	0.0583792	0.001	0.001	0.001	0.001	0.001	0.143607	0.0533401	0.0820879
1700028I16Rik	chr10:82812122-82824242	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028J19Rik	chr7:44229929-44236122	0.43313	0.307054	0.373719	0.105244	0.103433	0.0644306	0.390714	0.672538	0.7497	0.595069	0.001	0.793379	0.208619	0.483847
1700028K03Rik	chr5:107534710-107551542	0.0297245	0.0533058	0.001	0.127867	0.001	0.402357	0.0451364	0.366256	0.001	0.001	0.001	0.0600979	0.001	0.119875
1700028M03Rik	chr3:83555366-83574118	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P14Rik	chr19:23558759-23652812	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P15Rik	chr2:171956878-171962799	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029B22Rik	chr7:131146438-131150578	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029F12Rik	chr13:97021863-97034362	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029H14Rik	chr8:13550732-13562448	0.001	0.001	0.110352	0.232825	0.0915519	0.001	0.001	0.001	0.001	0.0753911	0.001	0.001	0.110701	0.0285808
1700029I15Rik	chr2:92382917-92383603	0.490859	0.001	0.001	0.001	1.34882	1.70544	1.73407	0.001	0.001	0.001	0.001	0.001	0.223925	0.646511
1700029J03Rik	chr16:93396814-93458872	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029J07Rik	chr8:45953605-45975252	0.001	0.303472	0.0495424	0.270388	0.266162	0.83995	0.0256999	0.154648	0.149625	0.136064	0.842252	0.250568	0.16444	0.321106
1700029M20Rik	chr4:135626654-135630198	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029N11Rik	chr13:44439726-44457567	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029P11Rik	chr15:81980539-81981563	0.001	0.001	0.001	0.125378	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030A11Rik	chr17:28905264-28906771	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030C10Rik	chr12:20804391-20815779	0.469216	0.5523	1.00154	1.12192	1.40493	0.498478	1.31909	1.08571	0.369798	1.08243	1.2563	0.692255	1.48017	0.54022
1700030F04Rik	chr6:117679206-117751769	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030F18Rik	chr15:99918347-99931658	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.247598	0.001	0.001
1700030J22Rik	chr8:116969598-116978943	0.0931814	0.167058	0.181875	0.267156	0.187859	0.001	0.542271	0.0607989	0.0686749	0.124918	0.193127	0.104591	0.135761	0.129678
1700030K09Rik	chr8:72443879-72460541	2.16233	1.52059	2.93214	1.0185	1.91162	2.37696	1.69772	1.5854	2.29825	2.12817	1.19956	2.64189	2.13537	2.9819
1700030L20Rik	chr3:136435269-136449349	0.706096	1.10202	0.361976	1.45677	0.408648	1.22025	0.183034	0.490328	1.45836	1.22321	0.623838	1.27122	0.702161	1.07734
1700030M09Rik	chr8:121544387-121547652	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0823943
1700030N03Rik	chr19:3153798-3197703	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030O20Rik	chr10:116723066-116729177	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031A10Rik	chr17:36923791-36933432	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031F05Rik	chrX:102859186-102866353	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031M16Rik	chr15:98398444-98416135	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031P21Rik	chr12:52599983-52602322	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034E13Rik	chr18:52646219-52663731	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034F02Rik	chr11:29547949-29578352	0.001	0.001	0.001	0.026958	0.001	0.0329941	0.001	0.0573183	0.193628	0.001	0.001	0.001	0.001	0.0665279
1700034G24Rik	chr5:112582935-112589996	0.100393	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034H15Rik	chr1:191894071-191907527	0.0207051	0.148804	0.121646	0.140223	0.0125534	0.296358	0.001	0.0412698	0.0459667	0.001	0.001	0.0981481	0.130923	0.134078
1700034I23Rik	chr3:40900198-40902543	0.001	0.001	0.001	0.001	0.0120955	0.001	0.001	0.001	0.001	0.001	0.166003	0.0134327	0.001	0.001
1700034J05Rik	chr6:146951300-146954421	0.001	0.001	0.001	1.14741	0.001	0.351367	0.001	0.122056	0.001	0.18723	0.0485067	0.0939275	0.001	0.0884794
1700034K08Rik	chr9:92979915-93005733	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034O15Rik	chr6:41684430-41685717	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034P13Rik	chr1:9747647-9771256	2.58318	0.589421	1.05458	1.57568	0.397314	0.544044	0.999364	0.558814	0.722219	0.786917	0.273624	1.8392	0.767982	1.4405
1700036G14Rik	chr3:85317518-85332027	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700037C18Rik	chr16:3905797-3908689	1.71395	0.505377	2.73117	1.21258	1.92895	1.62623	1.64386	0.307622	1.02669	1.95506	0.588391	1.36438	1.0077	0.919177
1700037H04Rik	chr2:131146324-131160020	9.03938	8.45491	7.33715	4.99639	8.64349	8.50309	12.9208	6.27782	10.8643	5.41348	2.28794	7.27412	7.76291	7.17116
1700039E15Rik	chr7:45282872-45288993	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700039E22Rik	chr19:44828492-44835938	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700040L02Rik	chr10:68430955-68541875	0.001	0.001	0.001	0.001	0.34474	0.001	0.001	0.106704	0.357193	0.001	0.001	0.10806	0.0794374	0.0921937
1700040N02Rik	chr2:170356360-170380435	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0326698
1700041C23Rik	chr9:57175274-57186110	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700041M19Rik	chr16:77004227-77010881	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042B14Rik	chrX:155124980-155147849	0.001	0.001	0.001	0.001	0.118714	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042G07Rik	chr4:116173371-116174297	0.001	0.001	0.553805	0.001	0.001	0.001	0.001	0.001	0.001	0.365337	1.27616	0.001	0.001	0.001
1700042G15Rik	chr4:57359791-57364292	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042O10Rik	chr11:11868122-11885321	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700044C05Rik	chr14:118365877-118398165	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700044K03Rik	chr18:49523288-49524441	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045H11Rik	chr4:150828224-150854949	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045I19Rik	chrX:163760139-163761329	0.172732	0.001	0.12421	0.052467	0.257823	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0832007	0.0321626
1700046C09Rik	chr11:14560335-14599225	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047E10Rik	chr14:44191606-44213237	0.001	0.001	0.001	0.001	0.0440013	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047G03Rik	chr15:11967061-11970083	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.255654	0.001	0.001	0.001	0.001
1700047L14Rik	chr5:108763841-108768917	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
