tracking_id	locus	FAP 0D NTX	FAP 1D NTX	FAP 2D NTX	FAP 3D NTX	FAP 3D NTX	FAP 4D NTX	FAP 5D NTX	FAP 6D NTX	FAP 10D NTX
1700020N01Rik	chr10:21593144-21622375	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020N15Rik	chrX:69945280-69945980	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020N18Rik	chr1:91404878-91406029	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700021F05Rik	chr10:43525120-43540994	21.3813	17.8796	10.5009	11.8643	13.8266	11.7109	14.1447	10.9856	8.71626
1700021F07Rik	chr2:173522591-173528502	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700021K19Rik	chr16:32821701-32868366	8.82255	11.6041	7.02172	4.57036	5.05358	4.20012	4.45061	5.09575	4.75789
1700021N21Rik	chr4:134448764-134450171	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022A21Rik	chr5:24645452-24648860	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022A22Rik	chr15:46324584-46373899	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022E09Rik	chr16:59466871-59469238	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022H16Rik	chr12:9565235-9570585	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022I11Rik	chr4:42969945-42974325	0.001	0.001	0.001	0.0416735	0.001	0.0305512	0.001	0.001	0.168739
1700022P22Rik	chr1:191036821-191042941	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023A16Rik	chr6:146850109-146871404	0.001	0.001	0.107272	0.001	0.001	0.001	0.001	0.001	0.001
1700023C21Rik	chr11:109845877-109848476	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023E05Rik	chr5:77016022-77061522	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023F02Rik	chr10:66120608-66124064	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023F06Rik	chr11:103198946-103208558	0.31374	0.275186	0.001	0.307042	0.0761641	0.001	0.001	0.001	0.102738
1700023L04Rik	chr6:29985328-29993531	1.81392	0.001	0.721076	1.47694	0.001	0.001	0.0925206	0.195063	0.394143
1700024B18Rik	chr14:123987634-124015684	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024F13Rik	chr13:3498049-3501393	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0964905
1700024G13Rik	chr14:32376501-32388373	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P03Rik	chr2:110031249-110050479	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.060444
1700024P04Rik	chr13:98984089-98984565	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P16Rik	chr4:104913455-105016863	0.662503	0.001	0.001	0.0499318	0.0736466	0.329329	0.283129	0.511591	0.151539
1700025B11Rik	chr15:77558239-77561892	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025C18Rik	chr2:165078692-165090750	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025E21Rik	chr6:30509848-30520253	0.001	0.001	0.001	0.001	0.001	0.108977	0.0789847	0.100352	0.001
1700025F22Rik	chr19:11139682-11165320	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025F24Rik	chr10:119413443-119426864	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025G04Rik	chr1:151884523-152090320	7.44488	1.93162	4.60833	6.0733	4.52616	6.11778	6.69811	6.51404	6.03424
1700025K24Rik	chr17:54352582-54370074	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025M24Rik	chr5:73268579-73284184	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025N23Rik	chr6:39063878-39067586	0.20448	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0666927
1700026D08Rik	chr7:83775616-83794839	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026D11Rik	chr2:132490727-132524057	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026F02Rik	chr8:71006727-71026755	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026L06Rik	chr2:28692079-28699651	0.001	0.001	0.468564	0.001	0.145743	0.001	0.451588	0.001	0.192244
1700027A15Rik	chr1:73016035-73025508	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027F09Rik	chr5:64454812-64467942	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027H10Rik	chr3:45416583-45439309	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027I24Rik	chr9:36668855-36693189	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027J07Rik	chr10:43746157-43765836	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028B04Rik	chr7:28496940-28497492	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028D13Rik	chr5:112206762-112210002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028E10Rik	chr5:151368674-151414083	0.001	0.0689969	0.295245	0.0778624	0.2745	0.133991	0.0575481	0.001	0.001
1700028I16Rik	chr10:82812122-82824242	0.338639	0.001	0.001	0.001	0.329164	0.001	0.0518878	0.111021	0.166163
1700028J19Rik	chr7:44229929-44236122	0.147713	0.323487	0.347368	0.289146	0.21502	0.422027	0.634559	0.291641	0.145222
1700028K03Rik	chr5:107534710-107551542	0.001	0.001	0.0403285	0.0506118	0.001	0.001	0.015943	0.0691331	0.136529
1700028M03Rik	chr3:83555366-83574118	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P14Rik	chr19:23558759-23652812	0.214306	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P15Rik	chr2:171956878-171962799	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029B22Rik	chr7:131146438-131150578	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029F12Rik	chr13:97021863-97034362	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029H14Rik	chr8:13550732-13562448	0.130884	0.001	0.001	0.128109	0.001	0.001	0.001	0.001	0.001
1700029I15Rik	chr2:92382917-92383603	1.48703	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029J03Rik	chr16:93396814-93458872	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029J07Rik	chr8:45953605-45975252	0.411495	0.001	0.459079	0.460736	0.0850019	0.29534	0.290167	0.353592	0.368783
1700029M20Rik	chr4:135626654-135630198	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029N11Rik	chr13:44439726-44457567	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029P11Rik	chr15:81980539-81981563	0.001	0.001	0.001	0.171808	0.001	0.001	0.001	0.115011	0.001
1700030A11Rik	chr17:28905264-28906771	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030C10Rik	chr12:20804391-20815779	0.905171	0.759375	1.16319	0.949743	1.31261	0.659893	1.41292	1.0302	0.82988
1700030F04Rik	chr6:117679206-117751769	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030F18Rik	chr15:99918347-99931658	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.106272
1700030J22Rik	chr8:116969598-116978943	0.377675	0.0233345	0.0421262	0.0528614	0.181971	0.001	0.116548	0.144358	0.142573
1700030K09Rik	chr8:72443879-72460541	2.4754	2.43476	1.72475	1.8351	2.29091	0.671952	1.95981	2.76831	2.64897
1700030L20Rik	chr3:136435269-136449349	0.766243	0.001	0.360937	0.299862	0.268425	0.196643	0.553676	0.441027	1.60222
1700030M09Rik	chr8:121544387-121547652	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030N03Rik	chr19:3153798-3197703	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030O20Rik	chr10:116723066-116729177	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031A10Rik	chr17:36923791-36933432	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031F05Rik	chrX:102859186-102866353	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031M16Rik	chr15:98398444-98416135	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031P21Rik	chr12:52599983-52602322	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034E13Rik	chr18:52646219-52663731	0.001	0.001	0.001	0.001	0.476612	0.001	0.001	0.001	0.001
1700034F02Rik	chr11:29547949-29578352	0.001	0.001	0.0595052	0.0745357	0.001	0.001	0.0938461	0.001	0.150604
1700034G24Rik	chr5:112582935-112589996	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034H15Rik	chr1:191894071-191907527	0.0360914	0.001	0.001	0.00505255	0.001	0.001	0.001	0.024217	0.0238792
1700034I23Rik	chr3:40900198-40902543	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0572462
1700034J05Rik	chr6:146951300-146954421	0.162002	0.001	0.001	0.001	0.001	0.0580663	0.0249556	0.0539269	0.694403
1700034K08Rik	chr9:92979915-93005733	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034O15Rik	chr6:41684430-41685717	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034P13Rik	chr1:9747647-9771256	1.59192	0.0495751	0.979068	1.11334	1.04563	0.569579	0.454521	0.451646	0.747412
1700036G14Rik	chr3:85317518-85332027	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700037C18Rik	chr16:3905797-3908689	0.485722	4.47623	1.77789	1.10909	0.629158	1.04001	0.645301	0.956663	0.529959
1700037H04Rik	chr2:131146324-131160020	9.54255	85.8413	12.0966	6.73063	15.9246	6.61811	6.41888	6.4731	4.04949
1700039E15Rik	chr7:45282872-45288993	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700039E22Rik	chr19:44828492-44835938	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700040L02Rik	chr10:68430955-68541875	0.001	0.001	0.001	0.001	0.001	0.201103	0.0431987	0.001	0.001
1700040N02Rik	chr2:170356360-170380435	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700041C23Rik	chr9:57175274-57186110	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700041M19Rik	chr16:77004227-77010881	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042B14Rik	chrX:155124980-155147849	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042G07Rik	chr4:116173371-116174297	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.396319	0.001
1700042G15Rik	chr4:57359791-57364292	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042O10Rik	chr11:11868122-11885321	0.001	0.001	0.390204	0.162245	0.16112	0.236622	0.203283	0.10878	0.325518
1700044C05Rik	chr14:118365877-118398165	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700044K03Rik	chr18:49523288-49524441	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045H11Rik	chr4:150828224-150854949	0.001	0.157875	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045I19Rik	chrX:163760139-163761329	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700046C09Rik	chr11:14560335-14599225	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047E10Rik	chr14:44191606-44213237	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047G03Rik	chr15:11967061-11970083	0.001	0.001	0.001	0.001	0.001	0.001	0.0681586	0.001	0.0726638
1700047L14Rik	chr5:108763841-108768917	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047M11Rik	chr1:182300833-182303289	0.288514	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700048M11Rik	chr16:92308715-92312466	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.149984
1700048O20Rik	chr9:121937274-121947016	0.898566	0.001	0.983709	0.528016	0.477523	1.28767	0.8024	0.776496	0.828548
1700049E15Rik	chr6:147690240-147702374	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700049E22Rik	chr6:100527399-100533426	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700049G17Rik	chr7:27907391-27929430	1.12876	0.001	0.411031	0.194278	0.178047	0.239928	0.359455	0.976218	1.07123
1700049L16Rik	chr10:71979884-71980690	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700051A21Rik	chr11:72266843-72268556	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700052I22Rik	chr12:80923431-80924447	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700052K11Rik	chr11:105179020-105181433	0.605867	0.78751	1.05182	0.725408	1.16884	0.676113	1.78513	1.43758	0.93287
1700052N19Rik	chr10:4432604-4455140	4.77085	3.24112	6.17578	4.53388	4.08802	5.31152	7.15604	6.9331	3.73432
1700054A03Rik	chr19:53076251-53084392	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.159114
1700054K19Rik	chr6:112210707-112212518	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700054M17Rik	chr2:118304913-118308166	0.001	0.001	0.001	0.001	0.001	0.001	0.159778	0.001	0.169138
1700054O13Rik	chrX:9846946-9847500	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.123788
1700055C04Rik	chr9:64038464-64041465	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700055N04Rik	chr19:3958807-3970438	0.0274923	0.0179037	0.0644742	0.001	0.0398238	0.0197065	0.001	0.0274476	0.001
1700056E22Rik	chr1:184033031-184033998	0.001	0.579575	0.442867	0.551772	0.732	0.535966	0.287742	0.491513	0.552625
1700057G04Rik	chr9:92309376-92357876	0.001	0.001	0.001	0.001	0.001	0.001	0.104236	0.001	0.001
1700057H15Rik	chr4:124449625-124485959	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700058G18Rik	chr10:116418120-116421235	0.001	0.001	0.001	0.001	0.001	0.001	0.0780117	0.001	0.001
1700060C16Rik	chr6:143593352-143651288	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700060C20Rik	chr2:158192007-158195734	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.227434
1700061F12Rik	chr2:9189514-9197484	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061G19Rik	chr17:56875632-56888838	0.0660864	0.0286284	0.258129	0.06474	0.223094	0.094826	0.142652	0.176446	0.0872276
1700061I17Rik	chr3:117060521-117077765	0.001	0.001	0.001	0.001	0.001	0.001	0.0518542	0.0560061	0.001
1700063A18Rik	chr1:95990658-96021758	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700063D05Rik	chr9:41206154-41217627	2.07314	0.001	0.217863	0.540317	0.001	0.19607	0.001	0.533947	0.627316
1700063O14Rik	chr5:91766241-91767300	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064J06Rik	chr10:119092904-119103107	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064M15Rik	chr12:99626052-99627974	0.001	0.001	0.001	0.001	0.15375	0.001	0.001	0.001	0.001
1700065D16Rik	chr9:95855417-95857882	0.001	0.001	0.001	0.001	0.001	0.001	0.194096	0.001	0.001
1700065I16Rik	chr15:63817187-63819540	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065I17Rik	chr18:56588347-56594779	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J11Rik	chr6:35330845-35336829	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J18Rik	chr1:192841704-192842739	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.196155
1700065O20Rik	chr18:49803331-49817956	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066B17Rik	chr1:39842427-39847330	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066B19Rik	chr18:35726988-35730869	0.129409	0.0280247	0.001	0.001	0.001	0.0464252	0.001	0.0431997	0.0213535
1700066J24Rik	chr4:41517436-41518929	3.04615	0.864182	2.40092	2.97715	0.542754	1.57138	2.19222	2.3178	1.61598
1700066M21Rik	chr1:57377619-57385422	2.13085	0.34556	2.95305	1.72238	0.384987	3.36561	3.28798	4.34774	1.21421
1700066N21Rik	chr5:87908587-87979351	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066O22Rik	chr18:57504421-57533752	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067G17Rik	chr1:89016112-89022210	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.110472
1700067K01Rik	chr8:84001705-84004770	0.001	0.288295	0.386376	0.001	0.001	0.001	0.001	0.001	0.001
1700067P10Rik	chr17:48089631-48090920	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700069L16Rik	chr5:113692423-113724772	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700069P05Rik	chr6:118246694-118248454	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700071K01Rik	chr11:81572501-81573539	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.113231	0.001
1700071M16Rik	chr17:43588339-43591509	0.568944	0.001	0.001	0.18553	0.001	0.135152	0.001	0.123919	0.0213535
1700072B07Rik	chr9:58370503-58374183	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700072O05Rik	chr6:120554795-120574204	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700073E17Rik	chr6:145387624-145392223	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0339117
1700074H08Rik	chr13:119680041-119681582	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700074P13Rik	chr6:40920459-40940557	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080E11Rik	chr9:105143343-105145082	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080N15Rik	chr2:4132064-4141141	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080O16Rik	chrX:51968694-51972772	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H04Rik	chr5:119108235-119114543	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H22Rik	chr7:50517308-50575884	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084C01Rik	chr1:169928938-169934653	0.001	0.001	0.371124	0.001	0.001	0.001	0.0364281	0.001	0.001
1700084E18Rik	chr2:30237197-30237631	0.001	0.256736	0.001	0.539889	0.001	0.387258	0.16599	0.340941	0.175629
1700084F23Rik	chr13:70004049-70028348	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084J12Rik	chr15:33405208-33405939	0.265761	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.258713
1700085B03Rik	chr5:127256859-127281623	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700085C21Rik	chr12:82932519-82939155	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700086L19Rik	chr12:74284275-74295950	0.230243	0.509951	0.36224	0.900596	0.001	0.654912	0.351509	0.44824	0.14987
1700086O06Rik	chr18:38238404-38250565	0.918834	0.215152	0.637216	1.0702	0.334007	0.588613	0.659405	0.838318	0.297151
1700088E04Rik	chr15:79134654-79141251	1.66548	3.33937	4.13265	3.8039	2.35545	2.97544	2.72708	2.83593	2.00277
1700091E21Rik	chr18:64157723-64277180	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700091H14Rik	chr14:42089749-42095277	0.001	0.001	0.193463	0.001	0.001	0.001	0.001	0.001	0.001
1700092C02Rik	chr8:77624171-77628956	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092C10Rik	chr14:69164798-69171843	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092E19Rik	chr13:26283158-26312406	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092K14Rik	chr11:114198257-114199199	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700092M07Rik	chr19:8740717-8741225	0.689728	0.325607	0.001	0.001	0.001	0.478618	0.205105	0.001	0.001
1700093K21Rik	chr11:23516202-23519942	0.001	0.001	0.307408	0.176287	0.001	0.001	0.0551797	0.117923	0.001
1700094D03Rik	chr3:90062795-90068347	1.18769	0.0446528	0.282203	1.01189	0.0995045	0.44492	0.765006	0.88115	0.597111
1700094J05Rik	chr10:76389014-76401507	0.181261	0.239262	0.142288	0.001	0.0881739	0.001	0.277536	0.71165	0.0592344
1700094M24Rik	chr6:52492450-52500085	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700095A21Rik	chr4:146519038-146546873	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700095B10Rik	chr5:112793291-112801701	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0559417
1700095B22Rik	chr3:105448189-105452955	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700096J18Rik	chr11:109346866-109353651	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700096K18Rik	chr5:25530017-25531466	3.53039	0.616007	1.75047	0.576082	0.341831	0.589343	0.325579	0.700646	0.463952
1700097N02Rik	chr17:30622440-30626905	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700100L14Rik	chr13:70573240-70576104	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.188287
1700101E01Rik	chr2:28955480-29055066	0.001	0.433842	0.001	0.001	0.001	0.001	0.357283	0.001	0.128448
1700101I11Rik	chr6:129532183-129533284	0.234887	0.001	0.369607	0.229672	0.001	0.333967	0.001	0.304607	0.152831
1700101O22Rik	chr12:7372038-7380330	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700102H20Rik	chr17:3557823-3559863	0.001	0.001	0.501778	0.001	0.001	0.436688	0.001	0.001	0.197691
1700102P08Rik	chr9:108392833-108397767	0.001	0.001	0.634278	0.474816	0.001	0.808039	0.495861	0.637114	0.423521
1700104A03Rik	chr9:54268579-54301570	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700105P06Rik	chr19:7383002-7383557	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700106J16Rik	chr11:88294042-88295261	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700108F19Rik	chr14:76677567-76687108	0.001	0.001	0.001	0.001	0.001	0.001	0.196489	0.001	0.001
1700108J01Rik	chr14:122229904-122233638	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109F18Rik	chr2:74710043-74716130	0.239335	0.001	0.001	0.001	0.001	0.001	0.073036	0.310143	0.155668
1700109G14Rik	chr14:61292982-61305334	0.001	0.001	0.001	0.001	0.001	0.001	0.0725844	0.001	0.001
1700109G15Rik	chr11:84716975-84720432	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700109H08Rik	chr5:3571715-3584341	0.001	0.001	0.001	0.801733	0.001	0.001	0.166539	0.176145	0.177338
1700109I08Rik	chr14:39655662-39685293	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110C19Rik	chr17:10324601-10329312	0.001	0.001	0.212762	0.001	0.001	0.001	0.0822483	0.001	0.0875887
1700110I01Rik	chr14:3262401-3305831	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.026076
1700110I01Rik	chr14:3504099-3544338	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.026076
1700110I01Rik	chr14:3743492-3783730	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.026076
1700110K17Rik	chr9:40333471-40343337	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700110M21Rik	chr14:101197689-101200069	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700111N16Rik	chrX:69929259-70143588	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700112E06Rik	chr14:22019711-23056088	10.1014	6.8641	9.20636	9.48554	8.07133	5.03577	7.53835	8.1673	2.57035
1700112H15Rik	chr1:184527840-184557691	0.001	0.001	0.001	0.001	0.001	0.001	0.0749003	0.001	0.001
1700112J05Rik	chr5:77006441-77018863	0.001	0.001	0.001	0.001	0.463281	0.50559	0.0723606	0.001	0.385591
1700113A16Rik	chr3:88171559-88177785	8.1112	3.40811	2.31566	3.78743	1.8836	3.02246	4.12022	3.49634	3.67384
1700113H08Rik	chr10:87058045-87230599	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700119H24Rik	chr16:34935854-34939329	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120C14Rik	chr15:99251787-99262041	0.001	0.001	0.53333	0.001	0.001	0.001	0.396383	0.402543	0.209186
1700120E14Rik	chr18:74495677-74531124	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120G07Rik	chr7:135191764-135196002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700120K04Rik	chr7:127603902-127604445	1.18901	0.001	0.313986	0.386857	0.195978	0.558673	0.119822	0.500325	0.636156
1700121L16Rik	chrX:104816775-104842455	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700121N20Rik	chr12:106442651-106447666	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700122O11Rik	chr17:48036744-48038293	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0807052
