tracking_id	Inflammatory 1D NTX (a)	Inflammatory 1D NTX (b)	Inflammatory 2D NTX (a)	Inflammatory 2D NTX (b)	Inflammatory 2D NTX ©	Inflammatory 3D NTX (a)	Inflammatory 3D NTX (b)	Inflammatory 3D NTX ©	Inflammatory 4D NTX	Inflammatory 5D NTX	Inflammatory 6D NTX	Inflammatory 7D NTX (a)	Inflammatory 7D NTX (b)	Inflammatory 10D NTXs
1700016D06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016G22Rik	0.001	0.946615	0.001	0.001	0.001	0.001	0.001	0.001	0.132589	0.001	0.001	0.001	0.355402	0.001
1700016H13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016K19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0466321
1700016L04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016L21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700016P04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017B05Rik	26.2672	57.2383	53.6225	37.3521	32.331	43.0397	46.1706	21.2902	21.7787	30.7892	0.001	15.5809	25.8966	22.7369
1700017D01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017G19Rik	0.170499	0.0751948	0.001	0.001	0.0279633	0.001	0.0419221	0.0867662	0.0972266	0.0850598	0.001	0.001	0.001	0.001
1700017J07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700017N19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018A04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018B08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018B24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018C11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018F24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018G05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700018L02Rik	0.001	1.85094	0.105991	0.303804	1.11977	0.871577	3.63481	2.29494	2.36561	0.626343	0.001	0.001	2.81089	1.27067
1700019A02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019B03Rik	0.001	0.001	0.0793969	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0686755	0.0243455
1700019B21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019D03Rik	0.192922	0.001	0.001	0.001	0.0956366	0.0941648	0.001	0.001	0.001	0.144895	0.001	0.779429	0.001	0.052697
1700019E08Rik	0.001	0.001	0.240938	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019G17Rik	0.0888648	0.215374	0.0595004	0.111232	0.0436941	0.194116	0.404886	0.465681	0.531323	0.5427	0.001	0.135288	0.774516	0.248423
1700019G24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019L03Rik	0.001	0.605031	0.15232	0.364194	0.295163	0.45757	0.316563	0.163842	0.110151	0.192238	0.001	0.17345	0.001	0.0233459
1700019M22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019N19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700019O17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020A23Rik	0.357903	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.539996	0.001	0.001	0.001	0.001
1700020D05Rik	0.001	0.001	0.001	0.255702	0.001	0.073682	0.0563398	0.001	0.457652	0.113427	0.001	0.001	0.234216	0.577926
1700020G17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020I14Rik	12.4343	6.87253	8.93486	11.7613	10.9451	4.54707	7.62945	18.57	9.4173	12.0546	375.615	13.891	10.395	9.49044
1700020L24Rik	0.505598	0.524519	0.149115	0.142264	0.500602	0.328743	0.566291	0.45628	2.19078	1.13845	0.001	3.06645	5.88469	6.25917
1700020M21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020N01Rik	0.432345	0.0639614	0.383204	0.121954	0.213748	0.280858	0.001	0.666921	0.435868	0.648583	0.001	0.291584	0.001	0.0393453
1700020N15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700020N18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.133175	0.001
1700021F05Rik	13.208	8.06922	10.434	11.2894	14.7401	16.923	10.068	9.68072	11.38	12.4274	0.001	12.4579	9.43603	9.90767
1700021F07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700021K19Rik	3.80304	4.75931	6.52962	6.75022	4.874	6.79151	10.5031	8.39724	8.775	6.9488	0.001	8.1338	7.04923	6.8234
1700021N21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022A21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022A22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022E09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022H16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022I11Rik	0.0363	0.001	0.0324259	0.0310575	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700022P22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023A16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023C21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023E05Rik	0.001	0.001	0.001	0.001	0.001	0.0404168	0.0307526	0.0318322	0.0713363	0.0622624	0.001	0.001	0.0959332	0.0453696
1700023F02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700023F06Rik	0.001	0.001	0.001	0.001	0.001	0.0653698	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0366404
1700023L04Rik	0.784508	0.001	0.912496	0.21707	0.911099	0.255864	0.295884	0.001	0.687548	0.001	0.001	0.001	0.914667	0.425611
1700024B18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024F13Rik	0.255922	0.001	0.001	0.001	0.254621	0.001	0.001	0.001	0.001	0.192536	0.001	0.001	0.001	0.1399
1700024G13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700024P03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.205682	0.001	0.001	0.001	0.001	0.001
1700024P04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.312794	0.001	0.001	0.001	0.001
1700024P16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0480674	0.0497364	0.018578	0.0325451	0.001	0.001	0.133326	0.166112
1700025B11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025C18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025E21Rik	0.001	0.001	0.001	0.001	0.001	0.160477	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025F22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025F24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025G04Rik	1.26745	0.741009	1.09787	1.23727	1.19133	1.12446	1.11367	1.23394	2.38694	1.70327	0.001	2.60276	2.78589	2.24247
1700025K24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025M24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700025N23Rik	0.175153	0.701209	0.001	0.147754	0.260228	0.001	0.327202	0.067797	0.227861	0.001	0.001	0.001	0.204	0.0478344
1700026D08Rik	0.001	0.001	0.001	0.001	0.001	0.167036	0.212303	0.131893	0.147778	0.857455	0.001	0.6951	0.0441418	0.249798
1700026D11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026F02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700026L06Rik	3.05896	1.14053	3.81056	3.41308	3.42364	10.9745	6.72585	11.0579	11.2704	7.28731	0.001	7.70855	7.68301	4.11074
1700027A15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027F09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027H10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027I24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700027J07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0393892
1700028B04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028D13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028E10Rik	0.001	0.0899304	0.0605194	0.135992	0.0786493	0.001	0.0600514	0.309439	0.0581592	0.120214	0.001	0.275467	0.18722	0.130848
1700028I16Rik	0.001	0.001	0.128443	0.001	0.001	0.001	0.001	0.001	0.001	0.108705	0.001	0.001	0.001	0.118698
1700028J19Rik	0.126369	0.224054	0.112149	0.321389	0.24966	0.307641	0.281772	0.001	0.599349	0.189484	0.001	0.001	0.390536	0.517412
1700028K03Rik	0.001	0.001	0.001	0.001	0.0433654	0.001	0.001	0.001	0.001	0.0329896	0.001	0.001	0.001	0.0481084
1700028M03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700028P15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029B22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029F12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029H14Rik	0.001	0.0495545	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029I15Rik	0.001	0.001	0.551034	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.176486
1700029J03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029J07Rik	0.0501928	0.001	0.001	0.0857656	0.0246872	0.001	0.0277481	0.0191422	0.001	0.112663	0.001	0.001	0.115442	0.0821396
1700029M20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029N11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700029P11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030A11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030C10Rik	0.001	0.001	0.001	0.001	0.0544478	0.161148	0.153266	0.0211528	0.237018	0.227562	0.001	0.001	0.254995	0.244964
1700030F04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030F18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030J22Rik	0.506689	0.0608975	0.822349	0.590562	0.36241	0.760267	0.661788	0.544314	0.334488	0.827047	0.001	0.001	0.335346	0.213569
1700030K09Rik	0.857014	1.25992	1.22303	1.21947	1.15259	1.49833	1.51725	1.65736	2.37033	1.96676	0.001	2.20261	1.29308	1.48051
1700030L20Rik	1.57451	0.069948	0.534448	0.532237	0.58425	0.332584	0.616481	0.608165	0.0567796	0.255975	0.001	0.477643	1.0641	0.537403
1700030M09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030N03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700030O20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031A10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031F05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031M16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700031P21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034E13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034F02Rik	0.130033	0.001	0.001	0.0554804	0.064008	0.0315735	0.001	0.124218	0.001	0.0486465	0.001	0.263773	0.001	0.0354723
1700034G24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034H15Rik	0.0308009	0.001	0.0275246	0.001	0.0302664	0.0896617	0.124607	0.105479	0.0131334	0.0690999	0.001	0.0625497	0.0824864	0.118008
1700034I23Rik	0.029641	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0242558
1700034J05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034K08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034O15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700034P13Rik	0.874853	0.816919	1.03739	1.65303	0.431406	0.992827	1.69243	3.13138	1.33662	1.67487	0.001	0.590927	0.823675	1.75069
1700036G14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700037C18Rik	1.247	3.68816	3.6857	4.10605	1.98592	3.37461	1.80459	0.533976	1.6153	1.7665	0.001	2.52349	1.39337	0.49173
1700037H04Rik	14.4042	26.8565	19.3969	26.6782	34.3742	24.8328	35.2159	25.8485	20.635	16.7358	0.001	15.0694	16.5897	12.4499
1700039E15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0304954	0.001	0.001	0.001	0.001	0.001	0.0951313	0.001
1700039E22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700040L02Rik	0.001	0.001	0.001	0.102106	0.001	0.117188	0.223516	0.185155	0.001	0.180459	0.001	0.001	0.929421	0.295691
1700040N02Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.259106	0.001	0.0349386
1700041C23Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700041M19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042B14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.323798	0.279468	0.001	0.244587	0.001	0.001	0.001	0.001
1700042G07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042G15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700042O10Rik	0.001	0.001	0.001	0.120107	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.15496
1700044C05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700044K03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700045H11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0823662
1700045I19Rik	0.252	0.001	0.001	0.001	0.001	0.001	0.0468229	0.001	0.162974	0.0944639	0.001	0.001	0.146017	0.171966
1700046C09Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047E10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.126032	0.001
1700047G03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047L14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700047M11Rik	0.001	0.001	0.001	0.207343	0.12311	0.001	0.001	0.193348	0.216579	0.186227	0.001	0.499262	1.93682	1.69169
1700048M11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700048O20Rik	0.001	0.0339088	0.001	0.130832	0.001	0.001	0.001	0.029372	0.001	0.172452	0.001	0.155679	0.147547	0.167568
1700049E15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700049E22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700049G17Rik	0.15535	0.125329	0.104157	0.121968	0.0890247	0.088545	0.161795	0.406977	0.240539	0.296848	0.001	0.184061	0.45791	0.109667
1700049L16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700051A21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700052I22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700052K11Rik	0.804858	0.811387	1.53826	0.687127	0.537463	0.753836	0.826989	0.943591	1.03276	0.55929	0.001	0.349942	1.1468	0.674299
1700052N19Rik	2.97996	3.08534	3.25371	4.20406	3.86089	2.56986	4.06157	3.76204	4.05943	4.27842	0.001	3.70145	4.90086	5.39145
1700054A03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700054K19Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700054M17Rik	0.001	0.001	0.001	0.001	0.001	0.679736	0.177172	0.001	0.001	0.001	0.001	0.001	0.367436	0.251605
1700054O13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700055C04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700055N04Rik	0.79098	0.08813	2.27962	0.300362	0.0974716	0.467871	0.199524	0.0448922	0.231394	0.372358	0.001	0.547783	0.712046	0.241869
1700056E22Rik	0.160979	0.786871	0.142509	0.271985	0.557628	1.25569	1.02087	0.373233	2.16043	0.241602	0.001	0.651054	2.12184	0.835187
1700057G04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700057H15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700058G18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.171164	0.119914
1700060C16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700060C20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061F12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700061G19Rik	0.0564361	0.199113	0.302036	0.337302	0.416511	0.465919	0.312207	0.129234	0.241358	0.802417	0.001	0.229026	0.129884	0.215512
1700061I17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700063A18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700063D05Rik	0.474296	0.001	0.001	0.198806	0.353546	0.46377	0.001	0.369918	0.62156	0.001	0.001	0.001	0.741252	0.0648068
1700063O14Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064J06Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700064M15Rik	0.001	0.001	0.001	0.001	0.133754	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.105318	0.001
1700065D16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065I16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065I17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065J18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700065O20Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066B17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066B19Rik	0.001	0.024366	0.0492896	0.001	0.001	0.001	0.0815015	0.0421703	0.0708817	0.001	0.001	0.001	0.169532	0.0753563
1700066J24Rik	1.4255	0.743156	3.34674	3.58492	1.88909	0.464629	1.87698	0.741235	0.934101	5.1809	0.001	10.5432	0.278493	2.14256
1700066M21Rik	1.04603	0.380785	1.17736	1.51611	1.78905	0.640238	1.05544	2.21888	1.10724	1.46301	0.001	0.830828	0.818989	0.930282
1700066N21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700066O22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067G17Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700067K01Rik	0.001	0.18704	0.001	0.001	0.13891	0.0684505	0.001	0.001	0.001	0.105385	0.001	0.001	0.271795	0.076721
1700067P10Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700069L16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700069P05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700071K01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.020191
1700071M16Rik	6.78711	3.43161	7.73676	7.659	1.68418	6.95036	2.03701	4.43374	3.1548	12.6495	0.001	10.8009	4.05102	3.83033
1700072B07Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700072O05Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700073E17Rik	0.001	0.001	0.001	0.001	0.0143233	0.001	0.001	0.0221829	0.001	0.001	0.001	0.001	0.001	0.00795019
1700074H08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700074P13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080E11Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080N15Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700080O16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700081H22Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
1700084C01Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
