SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
484	BAT4	-0.069	-0.028	-0.004	-0.156	-0.121
485	MYO5C	-0.081	-0.035	-0.263	-0.333	-0.097
486	FLJ13725	-0.182	0.181	0.228	-0.029	-0.047
487	NFIA	0.199	0.375	0.371	-0.038	0.013
488		-0.264	-0.188	-0.455	-0.71	-0.337
489		0.126	0.804	0.463	0.734	0.262
490	FLJ10618	0.078	-0.587	-0.221	0.078	0.008
491	DPP7	0.169	-0.154	-0.068	-0.37	-0.27
492	KIFC3	-0.258	-0.456	-0.383	-1.112	-0.824
493	LOC90826	-0.118	0.198	-0.279	-0.161	-0.133
494		0.026	0.034	-0.255	-0.377	-0.341
495	CYLD	0.008	0.439	0.232	0.037	-0.043
496		0.042	-0.171	0.011	-0.003	0.04
497		-0.077	0.236	0.067	-0.026	0.004
498		0.618	0.553	0.943	0.932	0.831
499	C1orf6	0.048	0.283	0.27	-0.065	0.047
500		-0.115	0.145	-0.17	-0.405	-0.201
501		0.184	0.102	-0.116	0.06	-0.03
502		0.036	0.042	0.034	0.184	0.081
503	KCNMB4	0.112	-0.322	-0.356	-0.267	0.035
504		0.061	0.349	-0.124	-0.233	-0.091
505		-0.532	0.626	-0.493	0.401	-0.131
506	GPRK2L	-0.056	0.524	-0.353	0.084	0.108
507		-0.036	0.262	0.352	0.237	0.146
508	FTS	0.106	0.401	0.014	0.198	-0.165
509	C21orf80	-0.071	0.14	0.187	-0.053	-0.111
510	DKFZP434I216	0.121	-0.057	-0.141	-0.33	0.057
511	PDE7A	-0.076	0.364	-0.113	0.409	0.177
512		-0.209	0.371	-0.288	-0.31	-0.319
513		0.115	0.014	-0.057	0.363	0.044
514		0.119	0.597	0.4	0.543	0.251
515		0.073	-0.073	-0.269	-0.344	-0.237
516		-0.235	0.804	-0.076	0.085	-0.126
517	LOC144402	-0.901	-0.881	-1.511	-0.993	-0.547
518		-0.685	-2	-0.434	-0.633	-0.267
519	P38IP	-0.055	-1.185	-0.79	0.457	-0.147
520		-0.66	-1.529	-1.485	-0.588	-0.44
521		-0.647	-1.002	-0.606	-0.744	-0.895
522		-0.292	-0.381	-0.514	-0.09	-0.419
523		-0.054	0.06	-0.112	-0.119	-0.219
524	FLJ30596	0.058	0.346	-0.144	-0.451	-0.278
525	MGC16169	0.144	0.211	0.029	0.656	0.169
526	DKFZp547I048	-0.263	-0.304	-0.195	-0.392	-0.238
527		0.127	-0.083	0.178	0.053	0.154
528	H-L(3)MBT	-0.456	-0.179	-0.523	-0.72	-0.084
529		-0.014	0.009	-0.199	-0.417	-0.071
530		-0.072	0.222	-0.002	-0.371	-0.372
531	COL8A1	-0.195	0.079	-0.045	-0.299	-0.168
532	RPS4X	-0.07	0.144	0.077	-0.256	-0.28
533	KIAA0404	-0.055	-0.09	0.012	-0.228	-0.276
534	UBA52	-0.096	-0.244	-0.135	-0.152	-0.123
535	RUNX2	-0.246	0.119	0.004	-0.224	-0.125
536	TFIP11	-0.119	0.169	0.157	-0.008	-0.177
537	PLTP	-0.037	-0.168	-0.114	-0.427	-0.314
538	KIAA0196	-0.055	0.517	0.179	-0.004	0.033
539	KIAA0368	-0.076	0.239	0.36	0.052	0.009
540	MAPRE1	-0.494	2.548	-0.199	0.685	-0.055
541	UBE2E1	-0.191	0.342	0.038	0.011	-0.056
542	PFN2	-0.14	0.157	-0.153	0.012	-0.351
543	TRIP4	0.042	0.237	0.233	0.275	0.054
544	TCERG1	-0.179	0.593	0.236	-0.119	-0.001
545	MMP11	-0.287	0.16	-0.209	-0.177	-0.188
546	CES1	0.098	0.145	-0.203	-0.522	-0.388
547	XRCC5	-0.027	0.439	0.344	0.03	-0.123
548	KIAA1701	0.062	0.4	-0.038	-0.105	-0.076
549	DCX	-0.197	-0.157	-0.192	-0.036	0.081
550	GAS7	0.282	0.486	0.489	0.365	
551	NRXN1	0.077	0.109	-0.109	-0.099	-0.223
552	RALGDS	0.193	0.243	0.335	-0.126	0.108
553		-0.343	-0.036	-0.368	-0.375	-0.171
554		0.049	-0.255	-0.477	-0.654	-0.469
555		-0.114	-0.037	-0.2	0.146	0.078
556		0.147	0.154	0.765	0.664	0.425
557	SSBP2	0.393	0.47	0.291	0.206	0.21
558		0.086	0.252	-0.144	0.391	0.195
559		-0.013	-0.061	-0.003	-0.015	0.043
560	EHM2	0.17	0.598	0.26	0.155	0.198
561		-0.071	-0.314	-0.496	-0.43	-0.51
562	CYP3A7	-0.115	-0.188	-0.445	-0.253	-0.138
563		0.222	-0.215	-0.171	-0.213	-0.191
564		-0.038	-1.049	-0.009	0.054	-0.037
565	PPP1R15B	0.144	0.423	0.626	0.713	0.196
566	FLJ31208	0.019	0.221	0.074	-0.169	-0.099
567	CABC1	0.07	0.04	-0.166	-0.29	-0.182
568	ACTR8	-0.06	0.382	-0.002	0.157	0.22
569		-0.128	0.273	-0.046	0.001	0.016
570		-0.271	-0.231	-0.439	-0.112	-0.395
571	FLJ20085	-0.201	0.034	0.03	-0.312	-0.308
572	TIMM22	-0.029	0.278	0.195	0.081	-0.149
573	FAIM2	-0.049	0.159	0.075	-0.055	-0.005
574		0.189	-0.629	-0.188	0.063	-0.137
575	MDS032	-0.167	-0.175	0.037	-0.253	-0.283
576	PDZD2	-0.447	-0.127	-1.02	-0.631	-0.274
577	PPARBP	0.131	0.21	0.429	0.663	0.15
578		0.115	-0.346	-0.789	-1.489	-0.66
579	CD53	-0.252	-0.577	0.172	-0.291	-0.108
580	FLJ10980	0.03	0.02	-0.18	0.131	-0.02
581	CSPG2	-0.159	-0.337	-0.062	-0.243	-0.301
582	CLDN4	0.345	0.243	1.75	1.46	1.296
583	IRX3	0.279	0.272	0.994	0.635	0.313
584		-0.024	0.237	0.212	0.119	-0.147
585	COL3A1	-0.392	-0.239	-0.269	-0.104	0.012
586		-0.154	-0.173	-0.214	-0.359	-0.046
587	C1R	-0.213	-0.006	-0.304	-0.649	-0.363
588	TPM1	-0.045	0.179	0.657	1.274	1.115
589		-0.136	-0.062	-0.002	-0.191	-0.341
590		-0.48	-0.272	-0.362	0.045	-0.294
591		-0.043	-0.238	-0.132	-0.386	-0.254
592		-0.082	-0.219	-0.185	-0.239	-0.14
593		0.143	0.164	0.141	-0.029	0.002
594		-0.277	-0.494	-0.454	-0.155	-0.345
595	TINAG	0.901	-0.261	0.108	-0.184	-0.433
596		1.651	-0.396	-0.131	-0.62	-0.583
597	HLALS	0.621	-0.031	-0.107	0.049	-0.123
598		0.387	-0.337	-0.045	-0.352	-0.293
599		0.163	-0.243	-0.356	-0.174	-0.13
600		-0.274	-0.193	-0.093	-0.047	-0.115
601		0.077	-0.128	-0.376	-0.101	-0.173
602		-0.251	0.065	-0.148	-0.416	-0.122
603		-0.54	-2.416	-0.239	0.348	-0.168
604		0.016	-4.907	-0.108	-0.149	-0.34
605		0.081	-1.08	-0.218	-0.189	-0.346
606		-0.302	-1.368	-0.285	-0.682	0.028
607		-0.305	0.129	-0.097	0.105	-0.074
608		-0.175	0.073	-0.59	0.138	0.027
609		-0.621	0.426	-0.29	-0.168	-0.379
610	LOC148137	-0.297	-0.164	-0.318	-0.061	-0.114
611		-0.368	0.07	-0.153	-0.331	-0.067
612		-0.461	0.253	-0.19	0.188	-0.332
613		-0.438	-0.269	-0.006	-0.521	-0.233
614	GRM8	-0.295	-0.381	-0.274	-0.075	-0.055
615		-0.067	-0.22	-0.281	-0.368	-0.201
616		-0.362	0.489	0.204	0.521	-0.144
617		0.081	-0.318	-0.508	-0.526	-0.878
618		0.03	-0.445	-0.593	-0.101	-0.349
619		0.01	-0.121	-0.156	-0.025	-0.303
620	DLAD	-0.182	-0.12	-0.251	-0.338	-0.042
621	CPNE2	-0.126	-0.044	-0.512	-0.316	-0.238
622		0.333	0.148	-0.028	-0.174	0.17
623		1.76	-0.324	-0.013	-0.487	-0.417
624	FLJ39155	2.449	-0.043	0.097	0.048	-0.088
625		0.869	-0.229	-0.654	-0.227	-0.626
626		0.151	-0.098	-0.171	0.252	-0.136
627		0.073	-0.03	-0.451	0.308	-0.804
628		-0.242	-0.165	0.021	-0.436	-0.42
629		0.094	0.138	-0.543	-0.209	-1.018
630		-0.144		-0.539	-0.216	-0.42
631		-0.192	-1.25	0.087	-0.091	-0.072
632		0.454	1.138	-0.489	0.046	-0.257
633	PTCH	0.082	0.16	-0.756	-0.602	-0.56
634	PRKCBP1	-0.05	-2.856	-0.17	0.009	-0.072
635		0.103	-0.094	-0.218	-0.17	-0.381
636	GM2A	0.205	0.558	0.155	0.165	-0.044
637		0.115	3.115	0.514	1.644	0.115
638		0.215	0.017	-0.296	-0.163	-0.244
639		1.193	2.179		4.72	-0.404
640		-0.098	0.102	0.117	0.107	0.057
641		-0.16	0.108	-0.129	0.066	-0.357
642	SCAMP-4	0.008	-0.313	-0.282	-0.558	-0.369
643		-0.455	0.25	0.022	-0.062	-0.387
644		-0.334	-0.255	-0.065	-0.055	-0.152
645	ZNF257	0.86		0.608	0.816	-0.485
646	ID4	-0.151	0.105	0.063	0.192	0.044
647		-0.132	-0.078	-0.169	-0.491	-0.391
648	ADRA2B	0.177	-0.256	-0.361	-0.145	-0.22
649		-0.065	-0.033	-0.001	0.294	0.24
650	ERF	0.178	-0.274	0.398	-0.374	-0.167
651		-0.08	-0.166	-0.129	-0.138	-0.146
652	MUC13	0.079	0.217	0.48	0.691	0.827
653	KITLG	0.156	-0.201	-0.083	-0.124	-0.343
654	KITLG	-0.065	-0.194	-0.112	0.101	-0.643
655		-0.358	-0.346	-0.761	-0.468	-0.469
656		-0.198	-0.042	-0.182	-0.36	-0.196
657		-0.18	-0.171	-0.145	-0.201	-0.367
658		-0.182		-0.135	-0.35	-0.183
659		-0.195	-0.827	-0.064	-0.122	-0.291
660		0.181	0.348	0.166	0.165	-0.002
661		0.451	-0.126	-0.429	0.314	-0.181
662		-0.191		0.061	-0.315	-0.073
663		-0.217	0.044	0.025	0.046	0.163
664		-0.022	-0.074	-0.165	-0.36	0.024
665	TRG@	-0.348	-0.153	-0.324	-0.18	-0.697
666		-0.235	-0.051	-0.336	0.172	0.04
667		-0.334	0.304	0.767	0.91	0.749
668		-0.506	0.196	0.096	0.475	0.167
669		-0.309	-0.117	-0.435	-0.424	-0.068
670		-0.264	-0.205	0.109	-0.221	-0.526
671		-0.271	0.007	0.066	-0.193	-0.038
672	ANXA4	0.206	0.128	0.104	-0.23	-0.218
673		-0.067	-1.255	-0.191	-0.288	-0.196
674		-0.275	-0.191	-0.211	-0.403	-0.121
675		-0.198	-0.353	-0.183	-0.176	-0.835
676	KLK3	-0.246	0.829	-0.07	0.1	0.215
677		-0.002	-0.045	-0.225	-0.146	-0.16
678		-0.041	-0.328	-0.296	-0.452	-0.337
679		0.273	-0.228	-0.074	0.228	-0.055
680		0.017	-0.65	0.039	-0.012	-0.326
681	SLC21A12	0.125	0.045	0.1	0.018	0.595
682	REG-IV	-0.253	-0.515	-0.392	-0.063	0.463
683		-0.555	-0.28	-0.061	-0.013	0.071
684		-0.186	-0.179	-0.192	0.022	-0.136
685		-0.623	0.141	-0.299	-0.286	-0.757
686		-0.055		-0.103	-0.264	0.017
687		-0.166	-1.799	-0.1	-0.205	0.181
688		-0.174		-0.106	-0.181	-0.311
689		-0.24	-0.363	-0.095	-0.037	-0.165
690	PAX2	0.015		-0.159	0.037	-0.297
691	LENG4	0.575	0.415	0.55	0.493	0.261
692		0.097		-0.281	-0.069	-0.175
693		0.201	0.22	0.786	0.424	0.371
694		-0.113	-0.035	-0.158	-0.107	-0.002
695	YWHAZ	0.206	1.182	1.34	1.686	1.015
696		-0.106	0.256	0.211	0.288	-0.092
697	SLC38A5	0.029	0.062	0.13	-0.019	-0.16
698	ZNF339	0.231	0.002	-0.49	-0.411	-0.376
699		-0.201	0.328	0.157	0.182	0.376
700		-0.28	-0.136	-0.135	-0.132	-0.26
701		-0.123	-0.445	-0.106	-0.277	-0.247
702		0.342	0.332	0.206	0.221	-0.135
703		0.052	0.082	0.143	0.338	0.324
704	EIF3S5	-0.063	0.29	0.202	-0.263	-0.244
705	RPS3	-0.042	0.01	-0.042	-0.405	-0.549
706	FLNB	-0.106	-0.059	-0.049	-0.054	-0.296
707		0.245	-0.371	-0.335	-0.61	-0.272
708		0.034	-0.176	-0.386	0.09	-0.55
709		-0.251	-0.248	-0.214	0.003	-0.197
710		-0.023	0.01	-0.009	-0.156	-0.075
711		-0.003	-0.197	-0.128	0.126	-0.267
712	TUBB4	0.083	0.37	0.251	-0.356	0.061
713	CDH24	0.253	-0.192	-0.229	-0.546	-0.42
714	JJAZ1	0.027		-0.144	-0.338	0.051
715		0.104	-1.848	0.178	-0.089	-0.131
716		0.114	0	0.087	0.242	-1.014
717		0.078	1.152	0.062	-0.089	-0.079
718		0.004	-0.485	-0.23	0.148	0.128
719		-0.198		-0.074	-0.153	-0.375
720		-0.071		-0.123	-0.158	-0.3
721		-0.175	-0.175	-0.097	-0.312	-0.032
722		-0.489	-0.373	-0.544	-0.345	-0.46
723	HSA277841	-0.582	-0.098	-0.178	-0.161	-0.388
724		-0.063	-0.054	-0.203	-0.447	-0.349
725		-0.646	-0.325	-0.184	-0.38	0.479
726		-0.472	-0.099	-0.323	-0.033	-0.753
727	GDEP	-0.168	0.293	-0.211	-0.03	-0.192
728		-0.299	0.233	-0.407	-0.252	-0.208
729		-0.368	-2.773	-0.297	0.068	-0.78
730		0.109	-0.47	-0.302	-0.268	-0.316
731		0.206	-0.388	-0.527	-0.368	-0.536
732		-0.163	-0.108	-0.111	-0.397	0.059
733	KLK3	-0.044	0.207	0.15	-0.11	-0.145
734		0.065	-0.11	0.225	-0.061	-0.352
735		-0.03	0.075	0.056	0.16	0.125
736		0.077	-0.375	-0.575	0.091	-0.437
737	PSCA	0.093	0.09	0.111	-0.09	-0.207
738	MMP23B	0.006	-0.493	-0.137	-0.273	-0.528
739		0.21	-0.034	0.275	0.882	1.329
740		-0.702	-0.18	0.183	-0.905	0.839
741		0.273	1.11	0.433	-0.331	-1.742
742		1.465		-0.037	0.27	0.421
743		0		-0.044	0.172	0.21
744		0.017	0.126	0.301	0.911	1.143
745		-0.322	1	-0.753	3.159	1
746			0.678	0.706	-1.066	
747				-1.686		
748		-1.379	-3.066			
749			-3.773		-0.665	-0.585
750					4.925	0.907
751		-2.322	-1.807			4
752			0.848			1
753		0.096	-3.17			
754						2
755		1.737	-1.737	-0.142		-5
756		2.322		-0.232		0.585
757	SPRR1B	1.032	-0.27	0.068	0.492	0.661
758	CCL4	0.129	-0.563	1.018	1.507	1.36
759	SSB	-0.055	0.168	0.14	-0.347	-0.198
760	SHBG	0.007	-0.208	-0.018	-0.186	-0.105
761	SELE	0.429	0.008	0.148	-0.175	0.202
762	STS	0.163	0.351	0.504	0.377	0.373
763	RAB4A	0.211	0.394	0.45	0.305	0.16
764	RANBP1	-0.156	0.063	0.045	-0.534	-0.558
765	PKLR	0.041	0.133	0.197	0.012	0.067
766	TYK2	0.026	-0.126	0.095	-0.11	0.058
767	PTPRG	-0.085	-0.794	-0.377	-0.515	-0.2
768	PTPRA	-0.19	-0.356	-0.078	-0.231	-0.36
769	PIGB	-0.09	-0.128	-0.182	-0.265	-0.028
770	ARHGEF16	0.147	-0.143	-0.09	-0.174	0.198
771	MSX2	0.049	0.094	-0.276	-0.288	-0.225
772	LZTR1	0.233	-0.041	0.066	0.056	0.329
773	HERC2	-0.137	-0.571	-0.271	-0.244	0.043
774	C6orf32	-0.361	-0.676	-0.431	-0.572	-0.294
775	WASF1	0.319	-0.42	-0.31	-0.173	-0.051
776	KIAA0265	0.089	-0.055	0.214	0.48	0.613
777	UGTREL7	0.363	0.007	-0.02	0.004	0.286
778	KIAA0254	0.225	0.111	0.097	-0.026	0.287
779	C1orf16	0.048	-0.135	0.09	0.229	-0.123
780	FLJ13291	0.188	0.119	0.235	-0.149	0.01
781	SQLE	0.206	-0.178	0.263	0.223	0.444
782	MRPS12	0.014	0.072	-0.014	-0.561	-0.211
783	TCF7L2	0.171	0.452	0.122	0.242	0.312
784	DPYS	-0.007	-0.016	-0.001	-0.189	0.083
785	SCAP1	-0.22	-0.643	-0.462	-0.424	-0.217
786	TMSNB	-0.075	-0.547	-0.543	-0.669	-0.332
787	DDX11	-0.024	0.151	-0.076	-0.438	-0.292
788	SNTB1	-0.313	-0.444	-0.255	-0.74	-0.562
789	TEB4	-0.038	0.388	0.057	-0.122	-0.009
790	RAC3	-0.005	0.078	0.131	-0.043	0.028
791	P2RX4	0.071	0.116	0.689	0.516	0.557
792	NDUFS4	-0.044	0.243	0.155	-0.226	-0.125
793	CRHR1	-0.183	-0.322	-0.095	-0.312	-0.096
794	CLPS	-0.139	-0.249	-0.258	-0.305	-0.05
795	CBLN1	-0.302	-0.572	-0.123	-0.377	-0.036
796		-0.08	0.123	0.096	-0.294	-0.221
797	CD8A	-0.104	-0.008	0.161	-0.104	0.167
798	CD48	0.393	0.501	0.659	0.457	0.443
799	POLR2J2	0.316	0.348	0.344	0.134	0.259
800	APOB	-0.039	-0.475	-0.13	-0.533	-0.135
801	ALDH7A1	0.208	0.325	0.207	-0.211	-0.337
802	ANXA11	0.252	0.078	0.3	0.026	-0.097
803	ANXA7	0.169	0.428	0.49	0.449	0.506
804	ANXA1	0.194	-0.039	-0.129	-0.632	-0.567
805	IGFBP6	-0.251	-0.564	-0.372	-0.57	-0.52
806	IGF2	-0.024	0.046	-0.026	-0.16	-0.004
807	INPPL1	0.092	-0.32	-0.005	-0.155	-0.036
808	IGHM	0.183	-0.067	-0.009	-0.327	-0.16
809	MCL1	0.421	0.308	0.952	0.801	0.463
810	NR4A2	0.308	-0.028	0.178	-0.138	0.05
811	IKBKG	-0.058	-0.203	-0.587	-1.026	-0.904
812	NCOR2	0.174	-0.179	0.055	-0.489	-0.255
813	STAM	0.211	0.187	0.177	0.014	0.127
814	SPTLC2	-0.01	-0.014	-0.096	-0.284	-0.131
815	SLN	-0.119	-0.159	-0.208	-0.298	-0.135
816	RPL28	-0.029	-0.028	0.09	-0.266	-0.202
817		0.075	0.085	0.078	-0.108	-0.041
818	SLC12A4	0.354	0.052	0.209	0.174	0.208
819	HRI	0.244	0.532	0.322	-0.009	0.087
820		0.062	0.006	-0.041	-0.501	-0.539
821	PWP1	-0.075	0.248	0.221	-0.15	0.006
822	CUL1	-0.007	0.376	0.339	-0.07	0.004
823	PMSCL1	0.006	0.207	-0.178	-0.455	-0.474
824	HIBCH	-0.078	-0.19	-0.046	-0.414	-0.209
825	TPD52	0.156	0.163	0.018	-0.286	0.039
826	P84	0.042	0.1	0.095	-0.147	-0.229
827	HRIHFB2206	0.147	0.122	-0.279	-0.483	-0.309
828	SEC13L1	0.074	0.018	0.224	-0.154	0.018
829	JDP2	0.152	0.238	0.271	-0.014	0.428
830	LYN	0.131	0.31	0.424	0.293	0.438
831	REL	0.006	0.087	0.349	0.262	0.508
832	MKRN2	0.219	-0.002	0.1	-0.159	-0.036
833	UROD	-0.003	0.003	0.005	-0.399	-0.164
834	THBS2	-0.115	0.036	-0.49	-0.354	-0.132
835	LYSAL1	-0.034	0.179	-0.018	-0.236	-0.022
836	HCDI	0.294	0.099	0.346	-0.002	0.057
837		0.07	0.14	0.212	0.021	0.135
838	OS4	0.326	0.55	0.541	0.139	0.038
839	MADH4	0.085	0.132	0.211	0.035	0.008
840	ADARB1	0.154	-0.103	0.165	-0.597	-0.338
841	FLJ13195	0.25	0.12	0.142	-0.303	0.011
842	AP1G1	0.184	0.286	0.473	0.592	0.489
843	FAF1	0.513	0.555	0.525	0.475	0.259
844		0.253	-0.111	0.202	0.065	0.28
845	PRKWNK1	-0.098	-0.048	0.089	0.045	-0.122
846	GRIP1	0.047	0.082	0.099	-0.054	-0.275
847		0.232	0.083	0.123	0.188	0.408
848	SMBP	0.158	0.14	-0.009	0.105	0.224
849	VNN3	-0.365	-0.599	-0.319	-0.545	-0.103
850	HSU79266	-0.129	-0.36	-0.697	-0.943	-0.696
851	PAI-RBP1	0.09	0.48	0.497	0.08	-0.182
852	RSC1A1	-0.021	0.231	0.206	0.135	0.177
853	FLJ10707	0.164	0.34	0.195	0.051	0.198
854	FLJ30092	0.183	-0.034	0	0.128	0.27
855	MGC11349	0.026	-0.037	-0.012	-0.07	-0.114
856	C6orf4	-0.015	0.087	-0.22	-0.073	0.026
857	FLJ14153	0.045	0.175	0.102	0.004	0.296
858	FKBP5	0.164	0.272	0.224	-0.058	0.05
859		0.076	0.033	0.18	-0.26	-0.072
860		-0.093	-0.267	-0.06	0.194	0.158
861		-0.076	0.174	0.349	0.281	0.319
862	ICB-1	-0.235	-0.138	0.111	-0.171	-0.098
863	UQCR	-0.6	0.054	0.535	0.422	0.339
864	CACH-1	-0.061	-0.153	-0.079	-0.236	-0.106
865	CUL3	-0.023	0.229	0.148	-0.257	-0.146
866		-0.158	-0.413	-0.079	-0.546	-0.203
867	DKFZp564B0769	0.324	0.015	0.008	0.072	0.115
868		0.055	-0.173	-0.074	-0.178	-0.133
869		1.049	-0.262	-0.236	-0.286	0.104
870		0.705	-0.281	-0.27	-0.056	0.081
871		0.259	-0.512	-0.114	-0.417	-0.002
872		0.094	-0.186	-0.185	-0.364	0.069
873		-0.238	-0.462	-0.082	-0.342	-0.106
874		-0.076	-0.365	-0.217	-0.484	-0.138
875	PRO2521	0.059	-0.343	-0.177	-0.325	0.303
876		0.095	-0.394	-0.259	-0.27	-0.145
877		0.123	0.186	0.255	-0.201	-0.11
878	FLJ90013	0.027	-0.089	-0.078	0.11	0.274
879		-0.104	0.037	0.132	-0.046	0.094
880		-0.325	-0.136	0.101	0.126	0.263
881		-0.169	-0.099	-0.019	-0.273	-0.021
882	RBIG1	-0.045	-0.113	0.042	-0.21	0.438
883		-0.019	0.106	0.169	-0.277	-0.033
884		-0.183	-0.275	0.126	-0.08	-0.033
885	UGDH	0.062	0.304	0.483	0.418	0.233
886		-0.039	-0.013	0.051	-0.085	0.013
887		-0.185	-0.209	-0.016	-0.373	-0.127
888		-0.128	-0.088	-0.15	-0.336	0.041
889		0.018	0.193	0.093	0.197	0.235
890	KIAA1573	0.125	0.008	0.053	0.022	0.507
891		0.246	0.472	0.485	0.525	0.501
892		-0.234	-0.47	-0.228	-0.368	0.081
893		-0.181	-0.446	-0.108	-0.233	0.081
894		-0.391	-0.449	-0.262	-0.373	-0.327
895		-0.244	-0.395	-0.177	-0.532	-0.154
896		0.202	0.263	0.397	0.161	0.21
897		0.207	-0.188	-0.207	-0.369	0.166
898	FLJ23462	-0.029	-0.45	-0.27	-0.3	-0.134
899		-0.284	-0.624	-0.424	-0.506	-0.136
900		-0.279	-0.453	-0.273	-0.48	-0.059
901		-0.489	-0.526	-0.441	-0.419	-0.265
902		-0.31	-0.304	-0.231	-0.311	-0.145
903		-0.417	0.48	0.33	-0.167	-0.237
904	DKFZP566C134	-0.191	-0.312	0.147	0.128	0.284
905		0.014	-0.056	0.118	-0.181	0.055
906		-0.237	-0.352	-0.189	-0.446	-0.016
907	BHMT2	0.01	-0.108	-0.059	-0.333	0.158
908		-0.015	-0.155	-0.244	-0.263	0.081
909		-0.073	-0.652	-0.152	-0.687	0.134
910		-0.01	-0.109	-0.145	-0.433	0.019
911	CREBBP	-0.031	-0.011	0.107	-0.337	-0.215
912	PRKY	0.115	-0.018	0.053	-0.115	0.018
913	PARL	-0.069	0.185	0.131	-0.242	-0.059
914	C14orf1	0.052	-0.146	-0.291	-0.436	-0.005
915	RARRES3	0.07	-0.186	-0.284	-0.947	-0.968
916	GNAS	0.233	0.167	0.561	0.308	0.268
917	MRPL21	-0.168	0.016	-0.031	-0.41	-0.21
918	eIF2a	-0.009	-0.04	0.11	0.055	0.185
919	RES4-22	0.101	-0.069	0.257	0.227	0.169
920	KRTHA4	-0.61	-0.604	-0.284	-0.511	-0.085
921	SOX5	0.577	1.037	1.067	1.146	0.556
922	BAT4	0.014	-0.304	-0.161	-0.282	-0.108
923	PSMD11	0.075	0.409	0.474	0.165	0.367
924	FLJ32389	-0.13	-0.084	0.377	-0.079	0.06
925	SEPN1	0.131	0.048	0.04	-0.341	-0.193
926		0.072	0.033	-0.076	-0.153	-0.069
927		-0.132	0.176	0.095	-0.019	0.023
928	NUP62	-0.318	-0.485	-0.32	-0.583	-0.324
929		-0.054	-0.109	-0.095	-0.273	-0.208
930	MGC4172	-0.012	0.083	-0.067	-0.398	-0.237
931	FLJ32430	0.101	-0.161	-0.202	-0.257	-0.014
932	FLJ22242	0.054	-0.355	-0.236	-0.582	-0.204
933	ARHGAP10	0.115	0.068	0.168	0.336	0.122
934		-0.071	-0.26	-0.348	-0.586	-0.175
935	FLJ11286	0.373	-0.351	-0.248	-0.319	-0.11
936	FADS1	-0.455	-0.536	-0.227	-0.638	-0.367
937	76P	-0.107	-0.01	0.412	0.118	0.224
938		-0.364	-0.65	-0.223	-0.374	-0.08
939		-0.332	-0.557	-0.266	-0.613	-0.215
940		-0.538	-0.485	-0.463	-0.549	-0.161
941		-0.608	-0.774	-0.407	-0.461	-0.195
942		-0.222	-0.4	-0.055	-0.287	-0.115
943	FLJ33817	0.076	-0.145	-0.227	-0.5	-0.16
944		-0.17	-0.233	-0.15	-0.231	0.114
945	USP19	-0.063	-0.335	-0.351	-0.516	-0.428
946		0.114	-0.081	-0.158	-0.674	-0.475
947	GNAQ	-0.078	-0.137	-0.305	-0.501	-0.461
948		-0.007	-0.254	-0.097	-0.087	0.041
949	KIAA1014	-0.061	0.258	0.324	0.454	0.503
950	ENPP5	-0.178	-0.177	-0.221	-0.276	0.043
951	CHCR	-0.28	-0.314	-0.183	-0.522	-0.323
952	KIAA1948	-0.439	-0.295	-0.247	-0.252	-0.015
953	KIAA1871	-0.026	-0.203	-0.173	-0.342	0.03
954	FLJ22638	-0.079	0.005	0.004	-0.335	-0.09
955		-0.267	-0.167	-0.058	-0.076	0.116
956		-0.413	-0.112	-0.202	-0.231	0.04
957	DJ971N18.2	-0.113	0.246	0.217	0.232	0.059
958	H2AFL	0.199	-0.448	-0.432	-0.509	-0.286
959	KIAA0602	0.023	-0.416	-0.273	-0.665	-0.288
960		0.015	-0.208	-0.091	-0.14	0.157
961	THRA	0.053	0.164	0.232	-0.334	-0.082
962	ERBB2	0.305	-0.041	-0.058	-0.552	-0.281
963	RAB5A	0.257	0.399	0.449	0.281	0.329
964	WNT2	-0.36	-0.32	-0.385	-0.416	-0.176
965	THRA	0.31	0.383	0.891	0.42	0.423
966	RET	0.323	0.41	0.836	0.434	0.392
967	EGFR	-0.417	-0.306	0.893	0.788	0.234
968	PDGFB	0.085	-0.109	1.687	2.007	2.141
969	JUN	0.199	0.543	1.194	1.086	1.155
970	ZFP36L1	0.647	0.492	-0.355	0.189	0.062
971	MYC	-0.041	0.423	0.466	-0.638	0.01
972	CASP3	0.151	0.328	0.993	1.106	0.747
973	MGC5391	-0.526	-0.619	-0.349	-0.584	-0.278
974		-0.643	-0.765	-0.615	-0.539	-0.133
975		0.125	-0.235	-0.523	-0.335	0.154
976	GKAP42	0.178	-0.662	-0.645	-0.553	-0.233
977		-0.287	-0.402	-0.41	-0.322	-0.071
978	AXOT	0.174	0.075	0.178	0.516	0.565
979		-0.547	-0.731	-0.255	-0.433	-0.203
980	XPNPEP1	-0.061	0.194	0.166	-0.07	0.227
981	TNRC5	0.269	-0.431	-0.432	-0.559	-0.099
982	CHPT1	0	0.015	-0.096	-0.272	0.198
983		-0.086	-0.307	-0.202	-0.241	0.024
984	FLJ25359	-0.159	-0.877	-0.512	-0.555	0.064
985		-0.44	-0.392	-0.209	-0.152	-0.162
986		-0.168	-0.039	-0.015	0.091	0.352
987		-0.256	-0.45	-0.174	-0.392	0.098
988	FLJ30932	0.258	-0.161	-0.116	-0.002	0.341
